EmployeeNumber,JobRole,num_skill_gaps,precision@1,recall@1,mrr@1,precision@3,recall@3,mrr@3,precision@5,recall@5,mrr@5
812,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
813,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
815,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
816,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
817,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
819,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
820,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
823,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
824,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
825,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
826,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
827,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
828,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
829,Human Resources,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
830,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
832,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
833,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
834,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
836,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
837,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
838,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
840,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
842,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
843,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
844,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
845,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
846,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
847,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
848,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
850,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
851,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
852,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
854,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
855,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
856,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
857,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
859,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
861,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
862,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
864,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
865,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
867,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
868,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
869,Human Resources,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
872,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
874,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
875,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
878,Human Resources,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
879,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
880,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
881,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
882,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
885,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
887,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
888,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
889,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
893,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
894,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
895,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
896,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
897,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
899,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
900,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
901,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
902,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
903,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
904,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
905,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
909,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
910,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
911,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
912,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
913,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
916,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
918,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
920,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
922,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
923,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
924,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
925,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
926,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
927,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
930,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
932,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
933,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
934,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
936,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
939,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
940,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
941,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
942,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
944,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
945,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
947,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
949,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
950,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
951,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
952,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
954,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
956,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
957,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
958,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
959,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
960,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
961,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
964,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
966,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
967,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
969,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
970,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
972,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
974,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
975,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
976,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
977,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
981,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
982,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
983,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
984,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
985,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
986,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
987,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
990,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
991,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
992,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
994,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
995,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
996,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
997,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
998,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
999,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1001,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1002,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1003,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1004,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1005,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1006,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1007,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1009,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1010,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1011,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1012,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1013,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1014,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1015,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1016,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1017,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1018,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1019,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1022,Healthcare Representative,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1024,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1025,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1026,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1027,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1028,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1029,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1030,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1032,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1033,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1034,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1035,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1036,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1037,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1038,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1039,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1040,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1042,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1043,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1044,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1045,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1046,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1047,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1048,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1049,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1050,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1052,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1053,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1055,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1056,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1060,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1061,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1062,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1066,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1068,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1069,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1070,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1071,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1073,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1074,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1076,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1077,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1079,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1080,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1081,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1082,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1083,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1084,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1085,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1088,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1092,Healthcare Representative,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1094,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1096,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1097,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1098,Human Resources,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1099,Healthcare Representative,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1100,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1101,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1102,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1103,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1105,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1106,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1107,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1108,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1109,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1111,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1113,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1114,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1115,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1116,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1117,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1118,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1119,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1120,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1121,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1124,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1125,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1126,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1127,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1128,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1131,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1132,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1133,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1135,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1136,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1137,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1138,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1140,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1143,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1148,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1150,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1152,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1154,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1156,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1157,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1158,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1160,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1161,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1162,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1163,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1164,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1165,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1166,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1167,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1171,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1172,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1173,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1175,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1177,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1179,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1180,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1182,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1184,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1185,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1188,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1190,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1191,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1192,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1193,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1195,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1196,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1198,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1200,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1201,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1202,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1203,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1204,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1206,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1207,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1210,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1211,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1212,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1215,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1216,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1217,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1218,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1219,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1220,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1221,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1224,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1225,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
