occupation_code,skill_name,importance_score
29-2051.00,Learning Strategies,3.12
29-2051.00,Monitoring,3.12
29-2052.00,Reading Comprehension,3.75
29-2052.00,Active Listening,4.0
29-2052.00,Writing,3.0
29-2052.00,Speaking,3.75
29-2052.00,Mathematics,3.0
29-2052.00,Science,1.88
29-2052.00,Critical Thinking,3.25
29-2052.00,Active Learning,3.12
29-2052.00,Learning Strategies,2.88
29-2052.00,Monitoring,3.12
29-2053.00,Reading Comprehension,3.75
29-2053.00,Active Listening,4.0
29-2053.00,Writing,3.25
29-2053.00,Speaking,3.88
29-2053.00,Mathematics,2.0
29-2053.00,Science,2.0
29-2053.00,Critical Thinking,3.62
29-2053.00,Active Learning,3.12
29-2053.00,Learning Strategies,3.0
29-2053.00,Monitoring,4.0
29-2055.00,Reading Comprehension,3.12
29-2055.00,Active Listening,3.25
29-2055.00,Writing,2.88
29-2055.00,Speaking,3.12
29-2055.00,Mathematics,2.62
29-2055.00,Science,2.12
29-2055.00,Critical Thinking,3.0
29-2055.00,Active Learning,3.0
29-2055.00,Learning Strategies,3.0
29-2055.00,Monitoring,3.62
29-2056.00,Reading Comprehension,3.62
29-2056.00,Active Listening,3.75
29-2056.00,Writing,3.25
29-2056.00,Speaking,3.62
29-2056.00,Mathematics,2.75
29-2056.00,Science,2.88
29-2056.00,Critical Thinking,3.75
29-2056.00,Active Learning,3.12
29-2056.00,Learning Strategies,3.0
29-2056.00,Monitoring,3.25
29-2057.00,Reading Comprehension,3.12
29-2057.00,Active Listening,3.62
29-2057.00,Writing,3.12
29-2057.00,Speaking,3.25
29-2057.00,Mathematics,2.5
29-2057.00,Science,2.0
29-2057.00,Critical Thinking,3.0
29-2057.00,Active Learning,3.0
29-2057.00,Learning Strategies,2.62
29-2057.00,Monitoring,3.0
29-2061.00,Reading Comprehension,3.75
29-2061.00,Active Listening,3.88
29-2061.00,Writing,3.25
29-2061.00,Speaking,3.88
29-2061.00,Mathematics,2.88
29-2061.00,Science,2.62
29-2061.00,Critical Thinking,3.75
29-2061.00,Active Learning,3.38
29-2061.00,Learning Strategies,3.12
29-2061.00,Monitoring,3.88
29-2072.00,Reading Comprehension,3.62
29-2072.00,Active Listening,3.25
29-2072.00,Writing,3.12
29-2072.00,Speaking,3.12
29-2072.00,Mathematics,2.25
29-2072.00,Science,1.0
29-2072.00,Critical Thinking,3.38
29-2072.00,Active Learning,3.0
29-2072.00,Learning Strategies,2.75
29-2072.00,Monitoring,3.0
29-2081.00,Reading Comprehension,3.75
29-2081.00,Active Listening,3.88
29-2081.00,Writing,3.25
29-2081.00,Speaking,4.0
29-2081.00,Mathematics,2.88
29-2081.00,Science,1.75
29-2081.00,Critical Thinking,3.5
29-2081.00,Active Learning,3.0
29-2081.00,Learning Strategies,2.62
29-2081.00,Monitoring,3.0
29-2091.00,Reading Comprehension,4.0
29-2091.00,Active Listening,4.0
29-2091.00,Writing,4.0
29-2091.00,Speaking,4.0
29-2091.00,Mathematics,3.0
29-2091.00,Science,2.88
29-2091.00,Critical Thinking,4.0
29-2091.00,Active Learning,3.75
29-2091.00,Learning Strategies,3.12
29-2091.00,Monitoring,3.38
29-2092.00,Reading Comprehension,3.25
29-2092.00,Active Listening,3.88
29-2092.00,Writing,3.12
29-2092.00,Speaking,3.38
29-2092.00,Mathematics,2.12
29-2092.00,Science,1.75
29-2092.00,Critical Thinking,3.12
29-2092.00,Active Learning,3.12
29-2092.00,Learning Strategies,3.0
29-2092.00,Monitoring,3.12
29-2099.01,Reading Comprehension,3.75
29-2099.01,Active Listening,4.0
29-2099.01,Writing,3.38
29-2099.01,Speaking,3.88
29-2099.01,Mathematics,2.25
29-2099.01,Science,2.5
29-2099.01,Critical Thinking,3.75
29-2099.01,Active Learning,3.12
29-2099.01,Learning Strategies,3.12
29-2099.01,Monitoring,3.62
29-2099.05,Reading Comprehension,3.12
29-2099.05,Active Listening,3.88
29-2099.05,Writing,3.12
29-2099.05,Speaking,3.88
29-2099.05,Mathematics,2.62
29-2099.05,Science,2.25
29-2099.05,Critical Thinking,3.25
29-2099.05,Active Learning,3.0
29-2099.05,Learning Strategies,3.0
29-2099.05,Monitoring,3.0
29-2099.08,Reading Comprehension,3.88
29-2099.08,Active Listening,4.25
29-2099.08,Writing,3.12
29-2099.08,Speaking,4.0
29-2099.08,Mathematics,2.12
29-2099.08,Science,1.75
29-2099.08,Critical Thinking,3.75
29-2099.08,Active Learning,3.12
29-2099.08,Learning Strategies,2.75
29-2099.08,Monitoring,3.12
29-9091.00,Reading Comprehension,3.75
29-9091.00,Active Listening,4.0
29-9091.00,Writing,3.5
29-9091.00,Speaking,3.88
29-9091.00,Mathematics,2.12
29-9091.00,Science,2.38
29-9091.00,Critical Thinking,3.88
29-9091.00,Active Learning,3.75
29-9091.00,Learning Strategies,3.12
29-9091.00,Monitoring,3.88
29-9092.00,Reading Comprehension,4.12
29-9092.00,Active Listening,4.12
29-9092.00,Writing,4.0
29-9092.00,Speaking,4.0
29-9092.00,Mathematics,2.88
29-9092.00,Science,3.0
29-9092.00,Critical Thinking,4.0
29-9092.00,Active Learning,4.0
29-9092.00,Learning Strategies,3.12
29-9092.00,Monitoring,3.0
29-9093.00,Reading Comprehension,3.62
29-9093.00,Active Listening,4.0
29-9093.00,Writing,3.12
29-9093.00,Speaking,3.75
29-9093.00,Mathematics,2.5
29-9093.00,Science,2.62
29-9093.00,Critical Thinking,3.62
29-9093.00,Active Learning,3.0
29-9093.00,Learning Strategies,3.12
29-9093.00,Monitoring,3.62
29-9099.01,Reading Comprehension,3.62
29-9099.01,Active Listening,3.75
29-9099.01,Writing,3.12
29-9099.01,Speaking,3.75
29-9099.01,Mathematics,2.25
29-9099.01,Science,2.88
29-9099.01,Critical Thinking,4.0
29-9099.01,Active Learning,3.38
29-9099.01,Learning Strategies,3.25
29-9099.01,Monitoring,4.0
31-1121.00,Reading Comprehension,3.12
31-1121.00,Active Listening,3.88
31-1121.00,Writing,2.88
31-1121.00,Speaking,3.0
31-1121.00,Mathematics,2.0
31-1121.00,Science,1.5
31-1121.00,Critical Thinking,3.0
31-1121.00,Active Learning,2.88
31-1121.00,Learning Strategies,2.75
31-1121.00,Monitoring,3.12
31-1122.00,Reading Comprehension,2.88
31-1122.00,Active Listening,3.38
31-1122.00,Writing,2.88
31-1122.00,Speaking,3.0
31-1122.00,Mathematics,2.0
31-1122.00,Science,1.75
31-1122.00,Critical Thinking,3.25
31-1122.00,Active Learning,2.88
31-1122.00,Learning Strategies,2.75
31-1122.00,Monitoring,3.25
31-1131.00,Reading Comprehension,3.12
31-1131.00,Active Listening,3.62
31-1131.00,Writing,2.75
31-1131.00,Speaking,3.12
31-1131.00,Mathematics,2.12
31-1131.00,Science,1.75
31-1131.00,Critical Thinking,3.12
31-1131.00,Active Learning,2.88
31-1131.00,Learning Strategies,2.38
31-1131.00,Monitoring,3.25
31-1132.00,Reading Comprehension,2.5
31-1132.00,Active Listening,3.12
31-1132.00,Writing,2.62
31-1132.00,Speaking,3.0
31-1132.00,Mathematics,1.75
31-1132.00,Science,1.25
31-1132.00,Critical Thinking,2.75
31-1132.00,Active Learning,2.12
31-1132.00,Learning Strategies,2.12
31-1132.00,Monitoring,2.62
31-1133.00,Reading Comprehension,3.12
31-1133.00,Active Listening,3.75
31-1133.00,Writing,3.12
31-1133.00,Speaking,3.88
31-1133.00,Mathematics,2.12
31-1133.00,Science,1.75
31-1133.00,Critical Thinking,3.38
31-1133.00,Active Learning,3.25
31-1133.00,Learning Strategies,2.88
31-1133.00,Monitoring,3.75
31-2011.00,Reading Comprehension,3.62
31-2011.00,Active Listening,3.88
31-2011.00,Writing,3.25
31-2011.00,Speaking,3.88
31-2011.00,Mathematics,2.12
31-2011.00,Science,1.88
31-2011.00,Critical Thinking,3.38
31-2011.00,Active Learning,3.25
31-2011.00,Learning Strategies,3.25
31-2011.00,Monitoring,3.38
31-2012.00,Reading Comprehension,3.12
31-2012.00,Active Listening,3.5
31-2012.00,Writing,3.12
31-2012.00,Speaking,3.62
31-2012.00,Mathematics,2.0
31-2012.00,Science,1.62
31-2012.00,Critical Thinking,3.25
31-2012.00,Active Learning,3.0
31-2012.00,Learning Strategies,3.0
31-2012.00,Monitoring,3.25
31-2021.00,Reading Comprehension,3.25
31-2021.00,Active Listening,4.0
31-2021.00,Writing,3.25
31-2021.00,Speaking,3.75
31-2021.00,Mathematics,2.25
31-2021.00,Science,2.38
31-2021.00,Critical Thinking,3.25
31-2021.00,Active Learning,3.25
31-2021.00,Learning Strategies,2.88
31-2021.00,Monitoring,3.75
31-2022.00,Reading Comprehension,3.12
31-2022.00,Active Listening,3.62
31-2022.00,Writing,3.0
31-2022.00,Speaking,3.0
31-2022.00,Mathematics,2.0
31-2022.00,Science,1.88
31-2022.00,Critical Thinking,3.0
31-2022.00,Active Learning,3.0
31-2022.00,Learning Strategies,2.62
31-2022.00,Monitoring,3.25
31-9011.00,Reading Comprehension,3.0
31-9011.00,Active Listening,3.62
31-9011.00,Writing,2.75
31-9011.00,Speaking,3.5
31-9011.00,Mathematics,1.75
31-9011.00,Science,1.5
31-9011.00,Critical Thinking,3.0
31-9011.00,Active Learning,2.75
31-9011.00,Learning Strategies,2.38
31-9011.00,Monitoring,2.88
31-9091.00,Reading Comprehension,3.25
31-9091.00,Active Listening,3.88
31-9091.00,Writing,3.0
31-9091.00,Speaking,3.38
31-9091.00,Mathematics,2.12
31-9091.00,Science,2.0
31-9091.00,Critical Thinking,3.0
31-9091.00,Active Learning,3.12
31-9091.00,Learning Strategies,2.5
31-9091.00,Monitoring,3.12
31-9092.00,Reading Comprehension,3.75
31-9092.00,Active Listening,3.88
31-9092.00,Writing,3.38
31-9092.00,Speaking,3.88
31-9092.00,Mathematics,2.62
31-9092.00,Science,2.62
31-9092.00,Critical Thinking,3.62
31-9092.00,Active Learning,3.25
31-9092.00,Learning Strategies,3.12
31-9092.00,Monitoring,3.5
31-9093.00,Reading Comprehension,3.12
31-9093.00,Active Listening,3.25
31-9093.00,Writing,2.88
31-9093.00,Speaking,3.12
31-9093.00,Mathematics,2.25
31-9093.00,Science,1.88
31-9093.00,Critical Thinking,3.5
31-9093.00,Active Learning,3.0
31-9093.00,Learning Strategies,2.75
31-9093.00,Monitoring,3.38
31-9094.00,Reading Comprehension,4.0
31-9094.00,Active Listening,4.12
31-9094.00,Writing,3.88
31-9094.00,Speaking,3.0
31-9094.00,Mathematics,1.75
31-9094.00,Science,1.5
31-9094.00,Critical Thinking,3.0
31-9094.00,Active Learning,2.88
31-9094.00,Learning Strategies,2.12
31-9094.00,Monitoring,3.12
31-9095.00,Reading Comprehension,3.25
31-9095.00,Active Listening,3.5
31-9095.00,Writing,2.75
31-9095.00,Speaking,3.38
31-9095.00,Mathematics,2.5
31-9095.00,Science,1.5
31-9095.00,Critical Thinking,3.0
31-9095.00,Active Learning,2.88
31-9095.00,Learning Strategies,2.5
31-9095.00,Monitoring,2.75
31-9096.00,Reading Comprehension,3.12
31-9096.00,Active Listening,3.5
31-9096.00,Writing,3.12
31-9096.00,Speaking,3.0
31-9096.00,Mathematics,2.75
31-9096.00,Science,2.62
31-9096.00,Critical Thinking,3.25
31-9096.00,Active Learning,2.88
31-9096.00,Learning Strategies,2.12
31-9096.00,Monitoring,3.12
31-9097.00,Reading Comprehension,3.12
31-9097.00,Active Listening,3.25
31-9097.00,Writing,3.0
31-9097.00,Speaking,3.5
31-9097.00,Mathematics,2.0
31-9097.00,Science,2.25
31-9097.00,Critical Thinking,3.25
31-9097.00,Active Learning,3.0
31-9097.00,Learning Strategies,3.0
31-9097.00,Monitoring,3.12
31-9099.01,Reading Comprehension,3.75
31-9099.01,Active Listening,4.0
31-9099.01,Writing,3.12
31-9099.01,Speaking,3.75
31-9099.01,Mathematics,2.0
31-9099.01,Science,2.0
31-9099.01,Critical Thinking,3.12
31-9099.01,Active Learning,3.12
31-9099.01,Learning Strategies,3.0
31-9099.01,Monitoring,3.38
31-9099.02,Reading Comprehension,3.62
31-9099.02,Active Listening,3.62
31-9099.02,Writing,3.12
31-9099.02,Speaking,3.12
31-9099.02,Mathematics,2.0
31-9099.02,Science,1.75
31-9099.02,Critical Thinking,3.38
31-9099.02,Active Learning,3.12
31-9099.02,Learning Strategies,2.75
31-9099.02,Monitoring,3.12
33-1011.00,Reading Comprehension,3.75
33-1011.00,Active Listening,4.0
33-1011.00,Writing,3.5
33-1011.00,Speaking,3.88
33-1011.00,Mathematics,2.12
33-1011.00,Science,1.5
33-1011.00,Critical Thinking,4.0
33-1011.00,Active Learning,3.25
33-1011.00,Learning Strategies,3.12
33-1011.00,Monitoring,4.0
33-1012.00,Reading Comprehension,4.0
33-1012.00,Active Listening,4.0
33-1012.00,Writing,3.75
33-1012.00,Speaking,4.0
33-1012.00,Mathematics,2.38
33-1012.00,Science,1.5
33-1012.00,Critical Thinking,4.0
33-1012.00,Active Learning,3.88
33-1012.00,Learning Strategies,3.75
33-1012.00,Monitoring,4.0
33-1021.00,Reading Comprehension,3.75
33-1021.00,Active Listening,4.0
33-1021.00,Writing,3.25
33-1021.00,Speaking,3.88
33-1021.00,Mathematics,2.5
33-1021.00,Science,1.88
33-1021.00,Critical Thinking,3.88
33-1021.00,Active Learning,3.25
33-1021.00,Learning Strategies,3.25
33-1021.00,Monitoring,3.75
33-1091.00,Reading Comprehension,3.88
33-1091.00,Active Listening,4.0
33-1091.00,Writing,3.62
33-1091.00,Speaking,3.88
33-1091.00,Mathematics,2.0
33-1091.00,Science,1.25
33-1091.00,Critical Thinking,3.88
33-1091.00,Active Learning,3.12
33-1091.00,Learning Strategies,3.0
33-1091.00,Monitoring,3.75
33-2011.00,Reading Comprehension,3.0
33-2011.00,Active Listening,3.62
33-2011.00,Writing,2.62
33-2011.00,Speaking,3.5
33-2011.00,Mathematics,2.38
33-2011.00,Science,2.0
33-2011.00,Critical Thinking,3.62
33-2011.00,Active Learning,3.62
33-2011.00,Learning Strategies,2.88
33-2011.00,Monitoring,3.5
33-2021.00,Reading Comprehension,3.38
33-2021.00,Active Listening,3.62
33-2021.00,Writing,3.5
33-2021.00,Speaking,3.5
33-2021.00,Mathematics,2.5
33-2021.00,Science,1.88
33-2021.00,Critical Thinking,3.5
33-2021.00,Active Learning,3.12
33-2021.00,Learning Strategies,3.0
33-2021.00,Monitoring,3.25
33-2022.00,Reading Comprehension,3.12
33-2022.00,Active Listening,3.62
33-2022.00,Writing,3.12
33-2022.00,Speaking,3.75
33-2022.00,Mathematics,2.12
33-2022.00,Science,1.88
33-2022.00,Critical Thinking,4.0
33-2022.00,Active Learning,3.0
33-2022.00,Learning Strategies,3.12
33-2022.00,Monitoring,3.38
33-3011.00,Reading Comprehension,2.88
33-3011.00,Active Listening,3.25
33-3011.00,Writing,2.25
33-3011.00,Speaking,3.38
33-3011.00,Mathematics,1.5
33-3011.00,Science,1.0
33-3011.00,Critical Thinking,3.0
33-3011.00,Active Learning,2.75
33-3011.00,Learning Strategies,2.12
33-3011.00,Monitoring,3.38
33-3012.00,Reading Comprehension,3.62
33-3012.00,Active Listening,4.0
33-3012.00,Writing,3.0
33-3012.00,Speaking,3.88
33-3012.00,Mathematics,2.0
33-3012.00,Science,1.38
33-3012.00,Critical Thinking,3.75
33-3012.00,Active Learning,3.25
33-3012.00,Learning Strategies,3.0
33-3012.00,Monitoring,4.0
33-3021.00,Reading Comprehension,4.0
33-3021.00,Active Listening,4.5
33-3021.00,Writing,3.75
33-3021.00,Speaking,4.25
33-3021.00,Mathematics,2.0
33-3021.00,Science,1.62
33-3021.00,Critical Thinking,4.12
33-3021.00,Active Learning,3.75
33-3021.00,Learning Strategies,2.88
33-3021.00,Monitoring,3.62
33-3021.02,Reading Comprehension,3.75
33-3021.02,Active Listening,3.88
33-3021.02,Writing,3.25
33-3021.02,Speaking,3.88
33-3021.02,Mathematics,2.0
33-3021.02,Science,1.75
33-3021.02,Critical Thinking,3.75
33-3021.02,Active Learning,3.0
33-3021.02,Learning Strategies,2.75
33-3021.02,Monitoring,3.0
33-3021.06,Reading Comprehension,4.25
33-3021.06,Active Listening,4.12
33-3021.06,Writing,4.0
33-3021.06,Speaking,4.0
33-3021.06,Mathematics,2.75
33-3021.06,Science,1.88
33-3021.06,Critical Thinking,4.0
33-3021.06,Active Learning,3.62
33-3021.06,Learning Strategies,3.0
33-3021.06,Monitoring,3.25
33-3031.00,Reading Comprehension,3.75
33-3031.00,Active Listening,3.75
33-3031.00,Writing,3.12
33-3031.00,Speaking,3.88
33-3031.00,Mathematics,2.38
33-3031.00,Science,2.38
33-3031.00,Critical Thinking,3.75
33-3031.00,Active Learning,3.0
33-3031.00,Learning Strategies,2.62
33-3031.00,Monitoring,3.12
33-3041.00,Reading Comprehension,2.88
33-3041.00,Active Listening,3.0
33-3041.00,Writing,2.75
33-3041.00,Speaking,3.12
33-3041.00,Mathematics,1.88
33-3041.00,Science,1.0
33-3041.00,Critical Thinking,3.0
33-3041.00,Active Learning,2.62
33-3041.00,Learning Strategies,2.12
33-3041.00,Monitoring,3.12
33-3051.00,Reading Comprehension,3.75
33-3051.00,Active Listening,4.12
33-3051.00,Writing,3.12
33-3051.00,Speaking,3.88
33-3051.00,Mathematics,2.0
33-3051.00,Science,1.38
33-3051.00,Critical Thinking,3.88
33-3051.00,Active Learning,3.88
33-3051.00,Learning Strategies,2.75
33-3051.00,Monitoring,3.25
33-3051.04,Reading Comprehension,3.88
33-3051.04,Active Listening,4.0
33-3051.04,Writing,3.62
33-3051.04,Speaking,4.0
33-3051.04,Mathematics,2.25
33-3051.04,Science,1.88
33-3051.04,Critical Thinking,4.0
33-3051.04,Active Learning,3.38
33-3051.04,Learning Strategies,2.62
33-3051.04,Monitoring,3.62
33-3052.00,Reading Comprehension,3.12
33-3052.00,Active Listening,4.0
33-3052.00,Writing,3.25
33-3052.00,Speaking,4.0
33-3052.00,Mathematics,2.0
33-3052.00,Science,1.12
33-3052.00,Critical Thinking,3.88
33-3052.00,Active Learning,3.25
33-3052.00,Learning Strategies,2.88
33-3052.00,Monitoring,3.38
33-9011.00,Reading Comprehension,3.0
33-9011.00,Active Listening,3.75
33-9011.00,Writing,3.0
33-9011.00,Speaking,3.62
33-9011.00,Mathematics,2.0
33-9011.00,Science,1.12
33-9011.00,Critical Thinking,3.5
33-9011.00,Active Learning,2.88
33-9011.00,Learning Strategies,2.75
33-9011.00,Monitoring,3.0
33-9021.00,Reading Comprehension,3.88
33-9021.00,Active Listening,4.12
33-9021.00,Writing,3.62
33-9021.00,Speaking,4.0
33-9021.00,Mathematics,2.25
33-9021.00,Science,1.5
33-9021.00,Critical Thinking,3.88
33-9021.00,Active Learning,3.38
33-9021.00,Learning Strategies,2.5
33-9021.00,Monitoring,3.38
33-9031.00,Reading Comprehension,3.25
33-9031.00,Active Listening,3.25
33-9031.00,Writing,3.12
33-9031.00,Speaking,3.62
33-9031.00,Mathematics,2.12
33-9031.00,Science,1.25
33-9031.00,Critical Thinking,3.75
33-9031.00,Active Learning,3.12
33-9031.00,Learning Strategies,2.5
33-9031.00,Monitoring,4.12
33-9032.00,Reading Comprehension,3.0
33-9032.00,Active Listening,3.75
33-9032.00,Writing,2.75
33-9032.00,Speaking,3.25
33-9032.00,Mathematics,2.0
33-9032.00,Science,1.5
33-9032.00,Critical Thinking,3.12
33-9032.00,Active Learning,2.88
33-9032.00,Learning Strategies,2.62
33-9032.00,Monitoring,3.38
33-9091.00,Reading Comprehension,2.25
33-9091.00,Active Listening,2.88
33-9091.00,Writing,2.0
33-9091.00,Speaking,3.12
33-9091.00,Mathematics,1.62
33-9091.00,Science,1.0
33-9091.00,Critical Thinking,2.75
33-9091.00,Active Learning,2.25
33-9091.00,Learning Strategies,1.88
33-9091.00,Monitoring,2.88
33-9092.00,Reading Comprehension,2.88
33-9092.00,Active Listening,3.12
33-9092.00,Writing,2.5
33-9092.00,Speaking,3.5
33-9092.00,Mathematics,1.38
33-9092.00,Science,1.5
33-9092.00,Critical Thinking,3.0
33-9092.00,Active Learning,2.75
33-9092.00,Learning Strategies,3.12
33-9092.00,Monitoring,3.75
33-9093.00,Reading Comprehension,3.0
33-9093.00,Active Listening,3.25
33-9093.00,Writing,2.88
33-9093.00,Speaking,3.38
33-9093.00,Mathematics,1.88
33-9093.00,Science,1.75
33-9093.00,Critical Thinking,3.25
33-9093.00,Active Learning,2.88
33-9093.00,Learning Strategies,2.5
33-9093.00,Monitoring,3.38
33-9094.00,Reading Comprehension,2.75
33-9094.00,Active Listening,3.0
33-9094.00,Writing,2.75
33-9094.00,Speaking,3.25
33-9094.00,Mathematics,1.62
33-9094.00,Science,1.0
33-9094.00,Critical Thinking,2.88
33-9094.00,Active Learning,2.12
33-9094.00,Learning Strategies,2.0
33-9094.00,Monitoring,3.75
33-9099.02,Reading Comprehension,3.25
33-9099.02,Active Listening,3.5
33-9099.02,Writing,3.12
33-9099.02,Speaking,3.5
33-9099.02,Mathematics,2.62
33-9099.02,Science,1.25
33-9099.02,Critical Thinking,3.75
33-9099.02,Active Learning,3.25
33-9099.02,Learning Strategies,2.88
33-9099.02,Monitoring,3.5
35-1011.00,Reading Comprehension,3.5
35-1011.00,Active Listening,3.62
35-1011.00,Writing,3.12
35-1011.00,Speaking,3.88
35-1011.00,Mathematics,3.0
35-1011.00,Science,1.75
35-1011.00,Critical Thinking,3.75
35-1011.00,Active Learning,3.38
35-1011.00,Learning Strategies,3.25
35-1011.00,Monitoring,4.0
35-1012.00,Reading Comprehension,3.25
35-1012.00,Active Listening,3.75
35-1012.00,Writing,3.0
35-1012.00,Speaking,3.88
35-1012.00,Mathematics,3.0
35-1012.00,Science,1.0
35-1012.00,Critical Thinking,3.12
35-1012.00,Active Learning,3.0
35-1012.00,Learning Strategies,3.12
35-1012.00,Monitoring,3.88
35-2011.00,Reading Comprehension,2.75
35-2011.00,Active Listening,3.0
35-2011.00,Writing,2.12
35-2011.00,Speaking,2.88
35-2011.00,Mathematics,1.88
35-2011.00,Science,1.0
35-2011.00,Critical Thinking,2.62
35-2011.00,Active Learning,2.0
35-2011.00,Learning Strategies,2.0
35-2011.00,Monitoring,2.62
35-2012.00,Reading Comprehension,2.88
35-2012.00,Active Listening,3.0
35-2012.00,Writing,2.75
35-2012.00,Speaking,3.12
35-2012.00,Mathematics,2.88
35-2012.00,Science,1.0
35-2012.00,Critical Thinking,3.0
35-2012.00,Active Learning,2.88
35-2012.00,Learning Strategies,2.75
35-2012.00,Monitoring,3.12
35-2013.00,Reading Comprehension,3.0
35-2013.00,Active Listening,3.0
35-2013.00,Writing,2.88
35-2013.00,Speaking,3.0
35-2013.00,Mathematics,2.25
35-2013.00,Science,1.38
35-2013.00,Critical Thinking,3.25
35-2013.00,Active Learning,2.88
35-2013.00,Learning Strategies,2.75
35-2013.00,Monitoring,3.0
35-2014.00,Reading Comprehension,2.75
35-2014.00,Active Listening,2.88
35-2014.00,Writing,2.25
35-2014.00,Speaking,3.0
35-2014.00,Mathematics,2.25
35-2014.00,Science,1.38
35-2014.00,Critical Thinking,3.0
35-2014.00,Active Learning,2.75
35-2014.00,Learning Strategies,2.0
35-2014.00,Monitoring,3.0
35-2015.00,Reading Comprehension,3.12
35-2015.00,Active Listening,3.12
35-2015.00,Writing,2.25
35-2015.00,Speaking,3.0
35-2015.00,Mathematics,2.12
35-2015.00,Science,1.0
35-2015.00,Critical Thinking,2.88
35-2015.00,Active Learning,2.38
35-2015.00,Learning Strategies,2.0
35-2015.00,Monitoring,2.88
35-2021.00,Reading Comprehension,2.62
35-2021.00,Active Listening,3.0
35-2021.00,Writing,1.88
35-2021.00,Speaking,2.88
35-2021.00,Mathematics,2.0
35-2021.00,Science,1.0
35-2021.00,Critical Thinking,2.75
35-2021.00,Active Learning,2.0
35-2021.00,Learning Strategies,2.0
35-2021.00,Monitoring,2.5
35-3011.00,Reading Comprehension,3.0
35-3011.00,Active Listening,3.75
35-3011.00,Writing,2.75
35-3011.00,Speaking,3.12
35-3011.00,Mathematics,2.25
35-3011.00,Science,1.0
35-3011.00,Critical Thinking,3.12
35-3011.00,Active Learning,3.0
35-3011.00,Learning Strategies,2.88
35-3011.00,Monitoring,3.0
35-3023.00,Reading Comprehension,2.38
35-3023.00,Active Listening,3.0
35-3023.00,Writing,2.0
35-3023.00,Speaking,2.62
35-3023.00,Mathematics,2.0
35-3023.00,Science,1.0
35-3023.00,Critical Thinking,2.5
35-3023.00,Active Learning,1.88
35-3023.00,Learning Strategies,2.0
35-3023.00,Monitoring,2.88
35-3023.01,Reading Comprehension,2.88
35-3023.01,Active Listening,3.38
35-3023.01,Writing,2.5
35-3023.01,Speaking,3.25
35-3023.01,Mathematics,1.88
35-3023.01,Science,1.0
35-3023.01,Critical Thinking,2.62
35-3023.01,Active Learning,2.5
35-3023.01,Learning Strategies,2.0
35-3023.01,Monitoring,3.0
35-3031.00,Reading Comprehension,2.75
35-3031.00,Active Listening,3.5
35-3031.00,Writing,2.12
35-3031.00,Speaking,3.5
35-3031.00,Mathematics,2.12
35-3031.00,Science,1.0
35-3031.00,Critical Thinking,2.88
35-3031.00,Active Learning,2.5
35-3031.00,Learning Strategies,2.0
35-3031.00,Monitoring,3.0
35-3041.00,Reading Comprehension,2.88
35-3041.00,Active Listening,3.0
35-3041.00,Writing,2.0
35-3041.00,Speaking,3.0
35-3041.00,Mathematics,2.0
35-3041.00,Science,1.0
35-3041.00,Critical Thinking,2.88
35-3041.00,Active Learning,2.0
35-3041.00,Learning Strategies,2.0
35-3041.00,Monitoring,2.75
35-9011.00,Reading Comprehension,2.38
35-9011.00,Active Listening,3.0
35-9011.00,Writing,2.0
35-9011.00,Speaking,2.88
35-9011.00,Mathematics,1.88
35-9011.00,Science,1.0
35-9011.00,Critical Thinking,2.75
35-9011.00,Active Learning,2.12
35-9011.00,Learning Strategies,2.0
35-9011.00,Monitoring,2.88
35-9021.00,Reading Comprehension,2.0
35-9021.00,Active Listening,2.62
35-9021.00,Writing,1.75
35-9021.00,Speaking,2.5
35-9021.00,Mathematics,1.5
35-9021.00,Science,1.0
35-9021.00,Critical Thinking,2.5
35-9021.00,Active Learning,1.88
35-9021.00,Learning Strategies,2.0
35-9021.00,Monitoring,2.5
35-9031.00,Reading Comprehension,2.88
35-9031.00,Active Listening,3.5
35-9031.00,Writing,2.12
35-9031.00,Speaking,3.12
35-9031.00,Mathematics,1.88
35-9031.00,Science,1.0
35-9031.00,Critical Thinking,2.75
35-9031.00,Active Learning,2.62
35-9031.00,Learning Strategies,2.0
35-9031.00,Monitoring,2.88
37-1011.00,Reading Comprehension,3.0
37-1011.00,Active Listening,3.12
37-1011.00,Writing,2.88
37-1011.00,Speaking,3.25
37-1011.00,Mathematics,2.12
37-1011.00,Science,1.0
37-1011.00,Critical Thinking,3.12
37-1011.00,Active Learning,2.88
37-1011.00,Learning Strategies,3.12
37-1011.00,Monitoring,3.25
37-1012.00,Reading Comprehension,3.12
37-1012.00,Active Listening,3.88
37-1012.00,Writing,3.0
37-1012.00,Speaking,3.75
37-1012.00,Mathematics,2.88
37-1012.00,Science,1.62
37-1012.00,Critical Thinking,3.75
37-1012.00,Active Learning,3.12
37-1012.00,Learning Strategies,3.12
37-1012.00,Monitoring,4.0
37-2011.00,Reading Comprehension,2.5
37-2011.00,Active Listening,3.0
37-2011.00,Writing,2.38
37-2011.00,Speaking,3.0
37-2011.00,Mathematics,1.38
37-2011.00,Science,1.0
37-2011.00,Critical Thinking,2.75
37-2011.00,Active Learning,2.62
37-2011.00,Learning Strategies,2.12
37-2011.00,Monitoring,2.75
37-2012.00,Reading Comprehension,2.62
37-2012.00,Active Listening,2.75
37-2012.00,Writing,2.12
37-2012.00,Speaking,2.75
37-2012.00,Mathematics,1.88
