EmployeeNumber,JobRole,occupation_title,required_count,has_count,gap_count,skill_gap
766,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Active Listening, Microsoft Office software, Reading Comprehension, Writing"
769,Laboratory Technician,Chemical Technicians,9,8,1,Writing
771,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Learning, Microsoft Office software, Speaking"
772,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Office software, Monitoring, Writing"
773,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Excel, Microsoft Office software, Science"
775,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Critical Thinking, Learning Strategies, Speaking"
776,Manager,General and Operations Managers,9,5,4,"Active Learning, Microsoft Excel, Reading Comprehension, Speaking"
780,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft Office software, Monitoring"
781,Sales Executive,Sales Managers,10,7,3,"Microsoft Outlook, Monitoring, Reading Comprehension"
783,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Active Learning, Critical Thinking, Reading Comprehension, Salesforce software"
784,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Excel, Monitoring"
785,Sales Executive,Sales Managers,10,7,3,"Active Listening, Microsoft Excel, Microsoft Office software"
786,Sales Executive,Sales Managers,10,9,1,Critical Thinking
787,Manager,General and Operations Managers,9,5,4,"Active Learning, Microsoft Excel, Microsoft PowerPoint, Monitoring"
789,Sales Executive,Sales Managers,10,5,5,"Critical Thinking, Microsoft Outlook, Microsoft PowerPoint, Monitoring, Reading Comprehension"
791,Research Scientist,Natural Sciences Managers,9,8,1,Critical Thinking
792,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Excel, Monitoring"
793,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Excel, Reading Comprehension"
796,Sales Executive,Sales Managers,10,7,3,"Microsoft Office software, Monitoring, Reading Comprehension"
797,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Monitoring"
799,Manufacturing Director,Industrial Production Managers,10,7,3,"Critical Thinking, Microsoft Outlook, Monitoring"
800,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Excel, Microsoft PowerPoint, Reading Comprehension"
802,Research Scientist,Natural Sciences Managers,9,8,1,Monitoring
803,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Learning Strategies, Speaking"
804,Research Scientist,Natural Sciences Managers,9,8,1,Reading Comprehension
805,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Critical Thinking, Microsoft Office software, Reading Comprehension, Writing"
806,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Reading Comprehension, Writing"
807,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Speaking, Writing"
808,Sales Executive,Sales Managers,10,7,3,"Microsoft Office software, Monitoring, Speaking"
809,Manager,General and Operations Managers,9,7,2,"Critical Thinking, Microsoft Excel"
811,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Excel, Monitoring"
812,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Science"
813,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Office software, Reading Comprehension"
815,Research Director,Natural Sciences Managers,9,7,2,"Active Listening, Science"
816,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Excel, Microsoft Office software"
817,Research Director,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft PowerPoint, Reading Comprehension, Science"
819,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Critical Thinking, Microsoft PowerPoint"
820,Manager,General and Operations Managers,9,7,2,"Critical Thinking, Microsoft Office software"
823,Manufacturing Director,Industrial Production Managers,10,7,3,"Microsoft Outlook, Microsoft PowerPoint, Speaking"
824,Research Scientist,Natural Sciences Managers,9,7,2,"Monitoring, Writing"
825,Research Director,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension"
826,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Writing"
827,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Excel, Speaking"
828,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft Excel, Monitoring"
829,Human Resources,Human Resources Specialists,10,7,3,"Applicant tracking software, Microsoft Office software, Writing"
830,Manufacturing Director,Industrial Production Managers,10,6,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint"
832,Laboratory Technician,Chemical Technicians,9,8,1,Critical Thinking
833,Manufacturing Director,Industrial Production Managers,10,7,3,"Learning Strategies, Microsoft PowerPoint, Speaking"
834,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Excel, Writing"
836,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Critical Thinking, Learning Strategies, Microsoft Excel, Speaking"
837,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Learning, Critical Thinking"
838,Research Scientist,Natural Sciences Managers,9,8,1,Critical Thinking
840,Sales Executive,Sales Managers,10,9,1,Microsoft Office software
842,Sales Executive,Sales Managers,10,7,3,"Active Learning, Monitoring, Speaking"
843,Research Director,Natural Sciences Managers,9,8,1,Microsoft Office software
844,Research Director,Natural Sciences Managers,9,7,2,"Reading Comprehension, Writing"
845,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Learning Strategies, Reading Comprehension"
846,Sales Executive,Sales Managers,10,8,2,"Monitoring, Speaking"
847,Human Resources,Human Resources Specialists,10,6,4,"Applicant tracking software, Microsoft Excel, Microsoft Outlook, Reading Comprehension"
848,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Monitoring, Writing"
850,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft PowerPoint, Reading Comprehension, Science, Writing"
851,Manager,General and Operations Managers,9,7,2,"Monitoring, Speaking"
852,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Outlook, Speaking"
854,Research Scientist,Natural Sciences Managers,9,7,2,"Active Listening, Reading Comprehension"
855,Sales Executive,Sales Managers,10,9,1,Critical Thinking
856,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Excel, Monitoring, Writing"
857,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint"
859,Sales Executive,Sales Managers,10,5,5,"Critical Thinking, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Speaking"
861,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft PowerPoint
862,Sales Executive,Sales Managers,10,8,2,"Active Listening, Microsoft Excel"
864,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Microsoft Excel, Speaking"
865,Research Scientist,Natural Sciences Managers,9,8,1,Reading Comprehension
867,Manufacturing Director,Industrial Production Managers,10,7,3,"Microsoft Outlook, Microsoft PowerPoint, Speaking"
868,Sales Executive,Sales Managers,10,7,3,"Microsoft Office software, Microsoft Outlook, Reading Comprehension"
869,Human Resources,Human Resources Specialists,10,7,3,"Applicant tracking software, Critical Thinking, Writing"
872,Manufacturing Director,Industrial Production Managers,10,9,1,Learning Strategies
874,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Excel, Monitoring"
875,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft Office software, Science"
878,Human Resources,Human Resources Specialists,10,7,3,"Active Learning, Active Listening, Critical Thinking"
879,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Outlook, Microsoft PowerPoint"
880,Manufacturing Director,Industrial Production Managers,10,6,4,"Learning Strategies, Microsoft Excel, Monitoring, Reading Comprehension"
881,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Reading Comprehension, Science"
882,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Writing"
885,Sales Executive,Sales Managers,10,9,1,Critical Thinking
887,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Writing"
888,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Critical Thinking, Reading Comprehension"
889,Sales Executive,Sales Managers,10,5,5,"Microsoft Excel, Microsoft Office software, Microsoft Outlook, Monitoring, Speaking"
893,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Critical Thinking, Writing"
894,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Critical Thinking, Monitoring, Science"
895,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Science"
896,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Active Learning
897,Sales Executive,Sales Managers,10,8,2,"Active Learning, Critical Thinking"
899,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Office software, Speaking"
900,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Active Learning, Active Listening, Critical Thinking, Writing"
901,Research Director,Natural Sciences Managers,9,7,2,"Monitoring, Writing"
902,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Learning, Active Listening, Microsoft Office software, Reading Comprehension"
903,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Microsoft Excel, Speaking"
904,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Outlook, Microsoft PowerPoint, Speaking"
905,Manager,General and Operations Managers,9,8,1,Microsoft Excel
909,Human Resources,Human Resources Specialists,10,8,2,"Applicant tracking software, Microsoft Excel"
910,Human Resources,Human Resources Specialists,10,6,4,"Active Learning, Applicant tracking software, Microsoft Excel, Microsoft Outlook"
911,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Excel, Microsoft Office software, Reading Comprehension"
912,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Office software
913,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Excel, Monitoring, Writing"
916,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Reading Comprehension"
918,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Monitoring, Reading Comprehension, Writing"
920,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Learning Strategies, Speaking"
922,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Active Listening, Microsoft Excel, Reading Comprehension"
923,Research Scientist,Natural Sciences Managers,9,8,1,Science
924,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Writing
925,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Reading Comprehension
926,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Microsoft Excel, Microsoft PowerPoint"
927,Laboratory Technician,Chemical Technicians,9,7,2,"Monitoring, Reading Comprehension"
930,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Office software, Science"
932,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Outlook
933,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Excel, Monitoring, Reading Comprehension, Writing"
934,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Office software, Microsoft Outlook, Science"
936,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Microsoft Outlook, Monitoring"
939,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft Office software
940,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Listening, Reading Comprehension, Speaking"
941,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Microsoft Excel, Reading Comprehension, Speaking"
942,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Reading Comprehension, Salesforce software, Speaking, Writing"
944,Laboratory Technician,Chemical Technicians,9,6,3,"Critical Thinking, Microsoft Office software, Writing"
945,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft PowerPoint, Monitoring"
947,Sales Executive,Sales Managers,10,7,3,"Active Listening, Microsoft Outlook, Microsoft PowerPoint"
949,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Monitoring, Reading Comprehension"
950,Research Director,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft Office software, Reading Comprehension"
951,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Microsoft Excel"
952,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Microsoft Excel, Microsoft Office software, Speaking, Writing"
954,Sales Executive,Sales Managers,10,7,3,"Active Learning, Critical Thinking, Speaking"
956,Sales Executive,Sales Managers,10,7,3,"Active Learning, Critical Thinking, Monitoring"
957,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Outlook, Monitoring, Science"
958,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Reading Comprehension"
959,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Speaking"
960,Laboratory Technician,Chemical Technicians,9,5,4,"Microsoft Office software, Monitoring, Reading Comprehension, Science"
961,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Microsoft Excel, Reading Comprehension, Writing"
964,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Reading Comprehension, Writing"
966,Manufacturing Director,Industrial Production Managers,10,6,4,"Learning Strategies, Microsoft Excel, Microsoft Office software, Speaking"
967,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Outlook, Microsoft PowerPoint"
969,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Excel, Microsoft Outlook"
970,Sales Executive,Sales Managers,10,9,1,Active Learning
972,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Science"
974,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Writing"
975,Sales Executive,Sales Managers,10,6,4,"Active Learning, Critical Thinking, Microsoft Office software, Speaking"
976,Manager,General and Operations Managers,9,7,2,"Active Listening, Microsoft Excel"
977,Research Scientist,Natural Sciences Managers,9,7,2,"Reading Comprehension, Science"
981,Manager,General and Operations Managers,9,6,3,"Active Listening, Critical Thinking, Microsoft Excel"
982,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Office software, Speaking"
983,Sales Executive,Sales Managers,10,7,3,"Active Learning, Microsoft PowerPoint, Reading Comprehension"
984,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Microsoft Office software, Speaking"
985,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Reading Comprehension"
986,Sales Executive,Sales Managers,10,5,5,"Microsoft Excel, Microsoft Office software, Monitoring, Reading Comprehension, Speaking"
987,Manufacturing Director,Industrial Production Managers,10,8,2,"Active Listening, Microsoft Office software"
990,Sales Executive,Sales Managers,10,5,5,"Active Listening, Critical Thinking, Microsoft Excel, Microsoft Office software, Microsoft Outlook"
991,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Reading Comprehension"
992,Manager,General and Operations Managers,9,7,2,"Critical Thinking, Speaking"
994,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Microsoft PowerPoint"
995,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Excel, Reading Comprehension, Science, Writing"
996,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Excel, Monitoring, Science"
997,Research Director,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Office software, Writing"
998,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Excel, Microsoft Office software"
999,Research Director,Natural Sciences Managers,9,7,2,"Active Listening, Microsoft PowerPoint"
1001,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Monitoring"
1002,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Office software, Reading Comprehension, Science"
1003,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Outlook, Reading Comprehension, Speaking"
1004,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft PowerPoint, Monitoring"
1005,Manufacturing Director,Industrial Production Managers,10,5,5,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Reading Comprehension, Speaking"
1006,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Reading Comprehension, Writing"
1007,Manufacturing Director,Industrial Production Managers,10,5,5,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1009,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Critical Thinking, Learning Strategies, Microsoft Outlook, Microsoft PowerPoint"
1010,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Excel, Microsoft Outlook, Reading Comprehension"
1011,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Microsoft Office software, Microsoft Outlook, Monitoring"
1012,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Excel, Monitoring"
1013,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft PowerPoint, Monitoring"
1014,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Learning, Speaking, Writing"
1015,Research Director,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Writing"
1016,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Reading Comprehension, Writing"
1017,Laboratory Technician,Chemical Technicians,9,8,1,Critical Thinking
1018,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Critical Thinking, Reading Comprehension"
1019,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Critical Thinking, Microsoft Excel, Microsoft Outlook"
1022,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,5,5,"Active Learning, Active Listening, Microsoft Office software, Microsoft Outlook, Salesforce software"
1024,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Learning, Critical Thinking, Microsoft Office software, Salesforce software"
1025,Manufacturing Director,Industrial Production Managers,10,8,2,"Learning Strategies, Reading Comprehension"
1026,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Microsoft Outlook, Microsoft PowerPoint, Monitoring"
1027,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Critical Thinking, Microsoft Excel, Microsoft Outlook, Monitoring"
1028,Laboratory Technician,Chemical Technicians,9,7,2,"Monitoring, Science"
1029,Manager,General and Operations Managers,9,8,1,Microsoft Office software
1030,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Outlook, Reading Comprehension, Writing"
1032,Manufacturing Director,Industrial Production Managers,10,9,1,Monitoring
1033,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Excel, Writing"
1034,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Microsoft Outlook
1035,Research Director,Natural Sciences Managers,9,6,3,"Active Listening, Monitoring, Science"
1036,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Excel, Microsoft Office software, Microsoft Outlook"
1037,Sales Executive,Sales Managers,10,6,4,"Active Learning, Critical Thinking, Microsoft Excel, Speaking"
1038,Manager,General and Operations Managers,9,6,3,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint"
1039,Sales Executive,Sales Managers,10,8,2,"Active Learning, Critical Thinking"
1040,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Microsoft PowerPoint"
1042,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Office software, Microsoft Outlook, Reading Comprehension"
1043,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Learning Strategies, Microsoft Excel, Monitoring"
1044,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Active Listening, Critical Thinking, Microsoft Office software, Reading Comprehension"
1045,Manager,General and Operations Managers,9,8,1,Critical Thinking
1046,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Science"
1047,Sales Executive,Sales Managers,10,7,3,"Microsoft Outlook, Reading Comprehension, Speaking"
1048,Manager,General and Operations Managers,9,7,2,"Critical Thinking, Microsoft Office software"
1049,Human Resources,Human Resources Specialists,10,6,4,"Active Learning, Microsoft Outlook, Reading Comprehension, Speaking"
1050,Sales Executive,Sales Managers,10,7,3,"Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension"
1052,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Monitoring, Science"
1053,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft PowerPoint
1055,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Reading Comprehension, Salesforce software"
1056,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Writing
1060,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft Office software
1061,Research Director,Natural Sciences Managers,9,7,2,"Critical Thinking, Monitoring"
1062,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Listening, Critical Thinking"
1066,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Excel, Microsoft Office software"
1068,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Science"
1069,Research Director,Natural Sciences Managers,9,8,1,Microsoft Excel
1070,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Microsoft Office software, Reading Comprehension"
1071,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Office software, Monitoring"
1073,Manufacturing Director,Industrial Production Managers,10,6,4,"Microsoft Outlook, Monitoring, Reading Comprehension, Speaking"
1074,Manager,General and Operations Managers,9,8,1,Microsoft Excel
1076,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft PowerPoint, Monitoring, Speaking"
1077,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Active Learning
1079,Laboratory Technician,Chemical Technicians,9,8,1,Writing
1080,Research Scientist,Natural Sciences Managers,9,8,1,Science
1081,Research Scientist,Natural Sciences Managers,9,6,3,"Reading Comprehension, Science, Writing"
1082,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Learning, Salesforce software"
1083,Laboratory Technician,Chemical Technicians,9,6,3,"Critical Thinking, Monitoring, Reading Comprehension"
1084,Manufacturing Director,Industrial Production Managers,10,8,2,"Critical Thinking, Reading Comprehension"
1085,Research Scientist,Natural Sciences Managers,9,8,1,Active Listening
1088,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Critical Thinking, Microsoft Outlook, Writing"
1092,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,5,5,"Active Listening, Critical Thinking, Microsoft Excel, Microsoft Outlook, Speaking"
1094,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Monitoring"
1096,Manufacturing Director,Industrial Production Managers,10,9,1,Reading Comprehension
1097,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Writing"
1098,Human Resources,Human Resources Specialists,10,7,3,"Active Learning, Critical Thinking, Microsoft Office software"
1099,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,5,5,"Active Listening, Microsoft Office software, Microsoft Outlook, Reading Comprehension, Speaking"
1100,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint"
1101,Research Scientist,Natural Sciences Managers,9,8,1,Active Listening
1102,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Microsoft Excel, Microsoft Outlook"
1103,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Critical Thinking, Microsoft Excel, Reading Comprehension, Salesforce software"
1105,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Reading Comprehension"
1106,Laboratory Technician,Chemical Technicians,9,7,2,"Science, Writing"
1107,Laboratory Technician,Chemical Technicians,9,7,2,"Monitoring, Science"
1108,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft PowerPoint, Writing"
1109,Manager,General and Operations Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Reading Comprehension"
1111,Laboratory Technician,Chemical Technicians,9,8,1,Science
1113,Sales Executive,Sales Managers,10,9,1,Critical Thinking
1114,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Monitoring, Speaking"
1115,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Excel, Monitoring, Science, Writing"
1116,Manager,General and Operations Managers,9,8,1,Active Learning
1117,Sales Executive,Sales Managers,10,8,2,"Active Learning, Speaking"
1118,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Listening, Critical Thinking, Microsoft Excel"
1119,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Microsoft Outlook"
1120,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Science"
1121,Manufacturing Director,Industrial Production Managers,10,6,4,"Learning Strategies, Monitoring, Reading Comprehension, Speaking"
1124,Manager,General and Operations Managers,9,5,4,"Active Learning, Active Listening, Critical Thinking, Monitoring"
1125,Sales Executive,Sales Managers,10,9,1,Active Learning
1126,Manufacturing Director,Industrial Production Managers,10,6,4,"Microsoft Excel, Microsoft Outlook, Monitoring, Speaking"
1127,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Learning, Microsoft Office software"
1128,Research Director,Natural Sciences Managers,9,8,1,Critical Thinking
1131,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Reading Comprehension"
1132,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Writing"
1133,Manufacturing Director,Industrial Production Managers,10,7,3,"Critical Thinking, Microsoft Office software, Monitoring"
1135,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Microsoft Excel, Writing"
1136,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft Excel
1137,Sales Executive,Sales Managers,10,6,4,"Active Listening, Microsoft Outlook, Monitoring, Speaking"
1138,Sales Executive,Sales Managers,10,7,3,"Microsoft Office software, Microsoft Outlook, Speaking"
1140,Manufacturing Director,Industrial Production Managers,10,6,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1143,Research Scientist,Natural Sciences Managers,9,8,1,Writing
1148,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Excel
