Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearAtCompany,PromotionGapRatio,OverallSatisfaction,ExperienceRatio,ManagerStabilityRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
29,0,1404,20,3,3,84,3,1,4,2157,18203,1,15,3,2,1,3,5,3,3,1,0,2,719.0,0.0,3.0,1.0,0.6666666666666666,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
35,0,1219,18,3,3,86,3,2,3,4601,6179,1,16,3,2,0,5,3,3,5,2,1,0,920.2,0.2,2.6666666666666665,1.0,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
52,0,1053,1,2,4,70,3,4,4,17099,13829,2,15,3,2,1,26,2,2,9,8,7,8,1899.888888888889,0.7777777777777778,3.3333333333333335,0.34615384615384615,0.8888888888888888,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
58,1,289,2,3,4,51,3,1,3,2479,26227,4,24,4,1,0,7,4,3,1,0,0,0,2479.0,0.0,2.6666666666666665,0.14285714285714285,0.0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
53,0,1376,2,2,3,45,3,4,3,14852,13938,6,13,3,3,1,22,3,4,17,13,15,2,873.6470588235294,0.8823529411764706,3.0,0.7727272727272727,0.11764705882352941,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
30,0,231,8,2,3,62,3,3,3,7264,9977,5,11,3,1,1,10,2,4,8,4,7,7,908.0,0.875,2.3333333333333335,0.8,0.875,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
38,0,152,10,3,3,85,3,2,4,5666,19899,1,13,3,2,0,6,1,3,5,3,1,3,1133.2,0.2,3.0,0.8333333333333334,0.6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
35,0,882,3,4,4,92,3,3,4,7823,6812,6,13,3,2,1,12,2,3,10,9,0,8,782.3,0.0,3.3333333333333335,0.8333333333333334,0.8,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
39,0,903,2,5,1,41,4,3,3,7880,2560,0,18,3,4,0,9,3,3,8,7,0,7,985.0,0.0,2.6666666666666665,0.8888888888888888,0.875,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
40,1,1479,24,3,2,100,4,4,2,13194,17071,4,16,3,4,0,22,2,2,1,0,0,0,13194.0,0.0,2.6666666666666665,0.045454545454545456,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
47,0,1379,16,4,3,64,4,2,3,5067,6759,1,19,3,3,0,20,3,4,19,10,2,7,266.6842105263158,0.10526315789473684,3.0,0.95,0.3684210526315789,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
36,0,1229,8,4,1,84,3,2,4,5079,25952,4,13,3,4,2,12,3,3,7,7,0,7,725.5714285714286,0.0,3.0,0.5833333333333334,1.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
31,1,335,9,2,3,46,2,1,1,2321,10322,0,22,4,1,0,4,0,3,3,2,1,2,773.6666666666666,0.3333333333333333,1.6666666666666667,0.75,0.6666666666666666,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
33,0,722,17,3,4,38,3,4,3,17444,20489,1,11,3,4,0,10,2,3,10,8,6,0,1744.4,0.6,3.6666666666666665,1.0,0.0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
29,1,906,10,3,4,92,2,1,1,2404,11479,6,20,4,3,0,3,5,3,0,0,0,0,2404.0,0.0,2.6666666666666665,0.0,0.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
33,0,461,13,1,2,53,3,1,4,3452,17241,3,18,3,1,0,5,4,3,3,2,0,2,1150.6666666666667,0.0,2.3333333333333335,0.6,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
45,0,974,1,4,4,91,3,1,4,2270,11005,3,14,3,4,2,8,2,3,5,3,0,2,454.0,0.0,4.0,0.625,0.4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
50,0,1126,1,2,4,66,3,4,4,17399,6615,9,22,4,3,1,32,1,2,5,4,1,3,3479.8,0.2,3.6666666666666665,0.15625,0.6,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
33,0,827,1,4,3,84,4,2,2,5488,20161,1,13,3,1,1,6,2,3,6,5,1,2,914.6666666666666,0.16666666666666666,2.0,1.0,0.3333333333333333,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
41,0,840,9,3,1,64,3,5,3,19419,3735,2,17,3,2,1,21,2,4,18,16,0,11,1078.8333333333333,0.0,2.0,0.8571428571428571,0.6111111111111112,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
27,0,1134,16,4,3,37,3,1,2,2811,12086,9,14,3,2,1,4,2,3,2,2,2,2,1405.5,1.0,2.3333333333333335,0.5,1.0,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
45,0,248,23,2,4,42,3,2,1,3633,14039,1,15,3,3,1,9,2,3,9,8,0,8,403.6666666666667,0.0,2.6666666666666665,1.0,0.8888888888888888,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
47,0,955,4,2,4,83,3,2,4,4163,8571,1,17,3,3,0,9,0,3,9,0,0,7,462.55555555555554,0.0,3.6666666666666665,1.0,0.7777777777777778,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
30,1,138,22,3,1,48,3,1,3,2132,11539,4,11,3,2,0,7,2,3,5,2,0,1,426.4,0.0,2.0,0.7142857142857143,0.2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
50,0,939,24,3,4,95,3,4,3,13973,4161,3,18,3,4,1,22,2,3,12,11,1,5,1164.4166666666667,0.08333333333333333,3.6666666666666665,0.5454545454545454,0.4166666666666667,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
38,0,1391,10,1,3,66,3,1,3,2684,12127,0,17,3,2,1,3,0,2,2,1,0,2,1342.0,0.0,2.6666666666666665,0.6666666666666666,1.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
46,0,566,7,2,4,75,3,3,3,10845,24208,6,13,3,2,1,13,3,3,8,7,0,7,1355.625,0.0,3.0,0.6153846153846154,0.875,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
24,0,1206,17,1,4,41,2,2,3,4377,24117,1,15,3,2,2,5,6,3,4,2,3,2,1094.25,0.75,3.0,0.8,0.5,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
35,1,622,14,4,3,39,2,1,2,3743,10074,1,24,4,4,1,5,2,1,4,2,0,2,935.75,0.0,3.0,0.8,0.5,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
31,0,853,1,1,3,96,3,2,1,4148,11275,1,12,3,3,1,4,1,3,4,3,0,3,1037.0,0.0,2.3333333333333335,1.0,0.75,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
18,0,287,5,2,2,73,3,1,4,1051,13493,1,15,3,4,0,0,2,3,0,0,0,0,1051.0,0.0,3.3333333333333335,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
54,0,1441,17,3,3,56,3,3,3,10739,13943,8,11,3,3,1,22,2,3,10,7,0,8,1073.9,0.0,3.0,0.45454545454545453,0.8,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
35,0,583,25,4,3,57,3,3,3,10388,6975,1,11,3,3,1,16,3,2,16,10,10,1,649.25,0.625,3.0,1.0,0.0625,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30,0,153,8,2,2,73,4,3,1,11416,17802,0,12,3,3,3,9,4,2,8,7,1,7,1427.0,0.125,2.0,0.8888888888888888,0.875,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
20,1,1097,11,3,4,98,2,1,1,2600,18275,1,15,3,1,0,1,2,3,1,0,0,0,2600.0,0.0,2.0,1.0,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
30,1,109,5,3,2,60,3,1,2,2422,25725,0,17,3,1,0,4,3,3,3,2,1,2,807.3333333333334,0.3333333333333333,1.6666666666666667,0.75,0.6666666666666666,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
26,0,1066,2,2,4,32,4,2,4,5472,3334,1,12,3,2,0,8,2,3,8,7,1,3,684.0,0.125,3.3333333333333335,1.0,0.375,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
22,0,217,8,1,2,94,1,1,1,2451,6881,1,15,3,1,1,4,3,2,4,3,1,1,612.75,0.25,1.3333333333333333,1.0,0.25,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
48,0,277,6,3,1,97,2,2,3,4240,13119,2,13,3,4,0,19,0,3,2,2,2,2,2120.0,1.0,2.6666666666666665,0.10526315789473684,1.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
48,0,1355,4,4,3,78,2,3,3,10999,22245,7,14,3,2,0,27,3,3,15,11,4,8,733.2666666666667,0.26666666666666666,2.6666666666666665,0.5555555555555556,0.5333333333333333,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
41,0,549,7,2,4,42,3,2,3,5003,23371,6,14,3,2,0,8,6,3,2,2,2,1,2501.5,1.0,3.0,0.25,0.5,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
39,0,466,1,1,4,65,2,4,4,12742,7060,1,16,3,3,1,21,3,3,21,6,11,8,606.7619047619048,0.5238095238095238,3.6666666666666665,1.0,0.38095238095238093,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
27,0,1055,2,4,1,47,3,2,4,4227,4658,0,18,3,2,1,4,2,3,3,2,2,2,1409.0,0.6666666666666666,2.3333333333333335,0.75,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
35,0,802,10,3,2,45,3,1,4,3917,9541,1,20,4,1,1,3,4,2,3,2,1,2,1305.6666666666667,0.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
42,0,265,5,2,4,90,3,5,3,18303,7770,6,13,3,2,0,21,3,4,1,0,0,0,18303.0,0.0,3.0,0.047619047619047616,0.0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
50,0,804,9,3,1,64,3,1,4,2380,20165,4,18,3,2,0,8,5,3,1,0,0,0,2380.0,0.0,2.3333333333333335,0.125,0.0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
59,0,715,2,3,3,69,2,4,4,13726,21829,3,13,3,1,0,30,4,3,5,3,4,3,2745.2,0.8,2.6666666666666665,0.16666666666666666,0.6,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
37,1,1141,11,2,1,61,1,2,2,4777,14382,5,15,3,1,0,15,2,1,1,0,0,0,4777.0,0.0,1.3333333333333333,0.06666666666666667,0.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55,0,135,18,4,3,62,3,2,2,6385,12992,3,14,3,4,2,17,3,3,8,7,6,7,798.125,0.75,3.0,0.47058823529411764,0.875,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
41,0,247,7,1,2,55,1,5,3,19973,20284,1,22,4,2,2,21,3,3,21,16,5,10,951.0952380952381,0.23809523809523808,2.3333333333333335,1.0,0.47619047619047616,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
38,0,1035,3,4,2,42,3,2,4,6861,4981,8,12,3,3,0,19,1,3,1,0,0,0,6861.0,0.0,3.0,0.05263157894736842,0.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
26,1,265,29,2,2,79,1,2,1,4969,21813,8,18,3,4,0,7,6,3,2,2,2,2,2484.5,1.0,2.3333333333333335,0.2857142857142857,1.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
52,1,266,2,1,1,57,1,5,4,19845,25846,1,15,3,4,1,33,3,3,32,14,6,9,620.15625,0.1875,3.0,0.9696969696969697,0.28125,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
44,0,1448,28,3,4,53,4,4,4,13320,11737,3,18,3,3,1,23,2,3,12,11,11,11,1110.0,0.9166666666666666,3.6666666666666665,0.5217391304347826,0.9166666666666666,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
50,0,145,1,3,4,95,3,2,3,6347,24920,0,12,3,1,1,19,3,3,18,7,0,13,352.6111111111111,0.0,2.6666666666666665,0.9473684210526315,0.7222222222222222,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,1,885,16,4,3,43,4,1,1,2743,8269,1,16,3,3,0,18,1,3,17,13,15,14,161.35294117647058,0.8823529411764706,2.3333333333333335,0.9444444444444444,0.8235294117647058,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
39,0,945,22,3,4,82,3,3,1,10880,5083,1,13,3,3,0,21,2,3,21,6,2,8,518.0952380952381,0.09523809523809523,2.6666666666666665,1.0,0.38095238095238093,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
33,0,1038,8,1,2,88,2,1,4,2342,21437,0,19,3,4,0,3,2,2,2,2,2,2,1171.0,1.0,3.3333333333333335,0.6666666666666666,1.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
45,0,1234,11,2,4,90,3,4,4,17650,5404,3,13,3,2,1,26,4,4,9,3,1,1,1961.111111111111,0.1111111111111111,3.3333333333333335,0.34615384615384615,0.1111111111111111,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
32,0,1109,29,4,4,69,3,1,3,4025,11135,9,12,3,2,0,10,2,3,8,7,7,7,503.125,0.875,3.0,0.8,0.875,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
34,0,216,1,4,2,75,4,2,4,9725,12278,0,11,3,4,1,16,2,2,15,1,0,9,648.3333333333334,0.0,3.3333333333333335,0.9375,0.6,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
59,0,1089,1,2,2,66,3,3,4,11904,11038,3,14,3,3,1,14,1,1,6,4,0,4,1984.0,0.0,3.0,0.42857142857142855,0.6666666666666666,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True
45,0,788,24,4,2,36,3,1,2,2177,8318,1,16,3,1,0,6,3,3,6,3,0,4,362.8333333333333,0.0,1.6666666666666667,1.0,0.6666666666666666,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False
53,0,124,2,3,3,38,2,3,2,7525,23537,2,12,3,1,1,30,2,3,15,7,6,12,501.6666666666667,0.4,2.0,0.5,0.8,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,1,660,15,3,1,81,3,2,3,4834,7858,7,14,3,2,1,9,3,2,1,0,0,0,4834.0,0.0,2.0,0.1111111111111111,0.0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
26,1,342,2,3,1,57,3,1,1,2042,15346,6,14,3,2,1,6,2,3,3,2,1,2,680.6666666666666,0.3333333333333333,1.3333333333333333,0.5,0.6666666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
34,0,1333,10,4,3,87,3,1,3,2220,18410,1,19,3,4,1,1,2,3,1,1,0,0,2220.0,0.0,3.3333333333333335,1.0,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
28,0,1144,10,1,4,74,3,1,2,1052,23384,1,22,4,2,0,1,5,3,1,0,0,0,1052.0,0.0,2.6666666666666665,1.0,0.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
38,0,1186,3,4,3,44,3,1,3,2821,2997,3,16,3,1,1,8,2,3,2,2,2,2,1410.5,1.0,2.3333333333333335,0.25,1.0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
50,0,1464,2,4,2,62,3,5,3,19237,12853,2,11,3,4,1,29,2,2,8,1,7,7,2404.625,0.875,3.0,0.27586206896551724,0.875,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
37,0,124,3,3,4,35,3,2,2,4107,13848,3,15,3,1,0,8,3,2,4,3,0,1,1026.75,0.0,2.3333333333333335,0.5,0.25,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
40,0,300,26,3,3,74,3,2,1,8396,22217,1,14,3,2,1,8,3,2,7,7,7,5,1199.4285714285713,1.0,2.0,0.875,0.7142857142857143,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
26,0,921,1,1,1,66,2,1,3,2007,25265,1,13,3,3,2,5,5,3,5,3,1,3,401.4,0.2,2.3333333333333335,1.0,0.6,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
46,0,430,1,4,4,40,3,5,4,19627,21445,9,17,3,4,2,23,0,3,2,2,2,2,9813.5,1.0,4.0,0.08695652173913043,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
54,0,1082,2,4,3,41,2,3,3,10686,8392,6,11,3,2,1,13,4,3,9,4,7,0,1187.3333333333333,0.7777777777777778,2.6666666666666665,0.6923076923076923,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
56,0,1240,9,3,1,63,3,1,3,2942,12154,2,19,3,2,1,18,4,3,5,4,0,3,588.4,0.0,2.0,0.2777777777777778,0.6,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36,0,796,12,5,4,51,2,3,4,8858,15669,0,11,3,2,0,15,2,2,14,8,7,8,632.7142857142857,0.5,3.3333333333333335,0.9333333333333333,0.5714285714285714,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
55,0,444,2,1,3,40,2,4,1,16756,17323,7,15,3,2,0,31,3,4,9,7,6,2,1861.7777777777778,0.6666666666666666,2.0,0.2903225806451613,0.2222222222222222,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
43,0,415,25,3,3,79,2,3,4,10798,5268,5,13,3,3,1,18,5,3,1,0,0,0,10798.0,0.0,3.3333333333333335,0.05555555555555555,0.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
20,1,769,9,3,4,54,3,1,4,2323,17205,1,14,3,2,0,2,3,3,2,2,0,2,1161.5,0.0,3.3333333333333335,1.0,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
21,1,1334,10,3,3,36,2,1,1,1416,17258,1,13,3,1,0,1,6,2,1,0,1,0,1416.0,1.0,1.6666666666666667,1.0,0.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
46,0,1003,8,4,4,74,2,2,1,4615,21029,8,23,4,1,3,19,2,3,16,13,1,7,288.4375,0.0625,2.0,0.8421052631578947,0.4375,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
51,1,1323,4,4,1,34,3,1,3,2461,10332,9,12,3,3,3,18,2,4,10,0,2,7,246.1,0.2,2.3333333333333335,0.5555555555555556,0.7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
28,1,1366,24,2,2,72,2,3,1,8722,12355,1,12,3,1,0,10,2,2,10,7,1,9,872.2,0.1,1.3333333333333333,1.0,0.9,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
26,0,192,1,2,1,59,2,1,1,3955,11141,1,16,3,1,2,6,2,3,5,3,1,3,791.0,0.2,1.0,0.8333333333333334,0.6,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
30,0,1176,20,3,3,85,3,2,1,9957,9096,0,15,3,3,1,7,1,2,6,2,0,2,1659.5,0.0,2.3333333333333335,0.8571428571428571,0.3333333333333333,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
41,0,509,7,2,2,43,4,1,3,3376,18863,1,13,3,3,0,10,3,3,10,6,0,8,337.6,0.0,2.6666666666666665,1.0,0.8,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
38,0,330,17,1,3,65,2,3,3,8823,24608,0,18,3,1,1,20,4,2,19,9,1,9,464.36842105263156,0.05263157894736842,2.3333333333333335,0.95,0.47368421052631576,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
40,0,1492,20,4,1,61,3,3,4,10322,26542,4,20,4,4,1,14,6,3,11,10,11,1,938.3636363636364,1.0,3.0,0.7857142857142857,0.09090909090909091,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
27,0,1277,8,5,1,87,1,1,3,4621,5869,1,19,3,4,3,3,4,3,3,2,1,2,1540.3333333333333,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
55,0,1091,2,1,4,65,3,3,2,10976,15813,3,18,3,2,1,23,4,3,3,2,1,2,3658.6666666666665,0.3333333333333333,2.6666666666666665,0.13043478260869565,0.6666666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
28,0,857,10,3,3,59,3,2,3,3660,7909,3,13,3,4,0,10,4,4,8,7,1,7,457.5,0.125,3.3333333333333335,0.8,0.875,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
44,1,1376,1,2,2,91,2,3,1,10482,2326,9,14,3,4,1,24,1,3,20,6,3,6,524.1,0.15,2.3333333333333335,0.8333333333333334,0.3,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
33,0,654,5,3,4,34,2,3,4,7119,21214,4,15,3,3,1,9,2,3,3,2,1,2,2373.0,0.3333333333333333,3.6666666666666665,0.3333333333333333,0.6666666666666666,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
35,1,1204,4,3,4,86,3,3,1,9582,10333,0,22,4,1,0,9,2,3,8,7,4,7,1197.75,0.5,2.0,0.8888888888888888,0.875,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True
33,1,827,29,4,1,54,2,2,3,4508,3129,1,22,4,2,0,14,4,3,13,7,3,8,346.7692307692308,0.23076923076923078,2.0,0.9285714285714286,0.6153846153846154,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
28,0,895,15,2,1,50,3,1,3,2207,22482,1,16,3,4,1,4,5,2,4,2,2,2,551.75,0.5,2.6666666666666665,1.0,0.5,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
34,0,618,3,1,1,45,3,2,4,7756,22266,0,17,3,3,0,7,1,2,6,2,0,4,1292.6666666666667,0.0,2.6666666666666665,0.8571428571428571,0.6666666666666666,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
37,0,309,10,4,4,88,2,2,4,6694,24223,2,14,3,3,3,8,5,3,1,0,0,0,6694.0,0.0,3.6666666666666665,0.125,0.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
25,1,1219,4,1,4,32,3,1,4,3691,4605,1,15,3,2,1,7,3,4,7,7,5,6,527.2857142857143,0.7142857142857143,3.3333333333333335,1.0,0.8571428571428571,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True
26,1,1330,21,3,1,37,3,1,3,2377,19373,1,20,4,3,1,1,0,2,1,1,0,0,2377.0,0.0,2.3333333333333335,1.0,0.0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
33,1,1017,25,3,1,55,2,1,2,2313,2993,4,20,4,2,0,5,0,3,2,2,2,2,1156.5,1.0,1.6666666666666667,0.4,1.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
42,0,469,2,2,4,35,3,4,1,17665,14399,0,17,3,4,1,23,3,3,22,6,13,7,802.9545454545455,0.5909090909090909,3.0,0.9565217391304348,0.3181818181818182,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
28,1,1009,1,3,1,45,2,1,2,2596,7160,1,15,3,1,2,1,2,3,1,0,0,0,2596.0,0.0,1.3333333333333333,1.0,0.0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
50,1,959,1,4,4,81,3,2,3,4728,17251,3,14,3,4,0,5,4,3,0,0,0,0,4728.0,0.0,3.6666666666666665,0.0,0.0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True
33,0,970,7,3,4,30,3,2,2,4302,13401,0,17,3,3,1,4,3,3,3,2,0,2,1434.0,0.0,3.0,0.75,0.6666666666666666,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34,0,697,3,4,3,40,2,1,4,2979,22478,3,17,3,4,3,6,2,3,0,0,0,0,2979.0,0.0,3.6666666666666665,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
48,0,1262,1,4,1,35,4,4,4,16885,16154,2,22,4,3,0,27,3,2,5,4,2,1,3377.0,0.4,2.6666666666666665,0.18518518518518517,0.2,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
45,0,1050,9,4,2,65,2,2,3,5593,17970,1,13,3,4,1,15,2,3,15,10,4,12,372.8666666666667,0.26666666666666666,3.0,1.0,0.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
