EmployeeNumber,current_skill
1060,Microsoft Excel
1060,Science
1060,Reading Comprehension
1060,Critical Thinking
1061,Writing
1061,Science
1061,Microsoft Office software
1061,Microsoft Excel
1061,Reading Comprehension
1061,Microsoft PowerPoint
1061,Active Listening
1062,Speaking
1062,Writing
1062,Microsoft Outlook
1062,Active Learning
1062,Microsoft Excel
1062,Salesforce software
1062,Reading Comprehension
1062,Microsoft Office software
1066,Monitoring
1066,Active Listening
1066,Reading Comprehension
1066,Microsoft PowerPoint
1066,Speaking
1066,Active Learning
1066,Microsoft Outlook
1068,Microsoft Excel
1068,Writing
1068,Reading Comprehension
1068,Microsoft PowerPoint
1068,Active Listening
1068,Monitoring
1068,Critical Thinking
1069,Microsoft PowerPoint
1069,Reading Comprehension
1069,Science
1069,Microsoft Office software
1069,Monitoring
1069,Critical Thinking
1069,Writing
1069,Active Listening
1070,Microsoft Excel
1070,Microsoft Outlook
1070,Active Learning
1070,Microsoft PowerPoint
1070,Speaking
1070,Monitoring
1071,Active Listening
1071,Writing
1071,Reading Comprehension
1071,Science
1071,Microsoft PowerPoint
1073,Active Listening
1073,Microsoft PowerPoint
1073,Microsoft Office software
1073,Learning Strategies
1073,Critical Thinking
1073,Microsoft Excel
1074,Reading Comprehension
1074,Microsoft Office software
1074,Active Learning
1074,Speaking
1074,Active Listening
1074,Critical Thinking
1074,Monitoring
1074,Microsoft PowerPoint
1076,Active Listening
1076,Reading Comprehension
1076,Microsoft Excel
1076,Microsoft Outlook
1076,Microsoft Office software
1076,Active Learning
1077,Microsoft Office software
1077,Reading Comprehension
1077,Critical Thinking
1077,Salesforce software
1077,Writing
1077,Active Listening
1077,Microsoft Excel
1077,Speaking
1079,Science
1079,Critical Thinking
1079,Microsoft Office software
1079,Microsoft Excel
1079,Microsoft Outlook
1079,Reading Comprehension
1079,Active Listening
1079,Monitoring
1080,Reading Comprehension
1080,Microsoft Office software
1080,Monitoring
1080,Active Listening
1080,Microsoft Excel
1080,Writing
1080,Microsoft PowerPoint
1080,Critical Thinking
1081,Active Listening
1081,Monitoring
1081,Microsoft Excel
1081,Critical Thinking
1081,Microsoft Office software
1081,Microsoft PowerPoint
1082,Microsoft Excel
1082,Microsoft Outlook
1082,Reading Comprehension
1082,Critical Thinking
1082,Microsoft Office software
1082,Speaking
1082,Writing
1082,Active Listening
1083,Science
1083,Microsoft Office software
1083,Microsoft Excel
1083,Active Listening
1083,Microsoft Outlook
1083,Writing
1084,Learning Strategies
1084,Microsoft PowerPoint
1084,Microsoft Excel
1084,Active Listening
1084,Microsoft Outlook
1084,Speaking
1084,Monitoring
1084,Microsoft Office software
1085,Microsoft Office software
1085,Monitoring
1085,Microsoft Excel
1085,Science
1085,Critical Thinking
1085,Writing
1085,Microsoft PowerPoint
1085,Reading Comprehension
1088,Microsoft Excel
1088,Salesforce software
1088,Microsoft Office software
1088,Speaking
1088,Active Listening
1088,Active Learning
1088,Reading Comprehension
1092,Writing
1092,Microsoft Office software
1092,Active Learning
1092,Reading Comprehension
1092,Salesforce software
1094,Microsoft Excel
1094,Science
1094,Active Listening
1094,Microsoft Office software
1094,Writing
1094,Critical Thinking
1094,Reading Comprehension
1096,Learning Strategies
1096,Active Listening
1096,Microsoft Excel
1096,Critical Thinking
1096,Monitoring
1096,Microsoft Office software
1096,Microsoft Outlook
1096,Microsoft PowerPoint
1096,Speaking
1097,Active Listening
1097,Microsoft Excel
1097,Monitoring
1097,Reading Comprehension
1097,Critical Thinking
1097,Science
1098,Reading Comprehension
1098,Applicant tracking software
1098,Speaking
1098,Microsoft Outlook
1098,Microsoft Excel
1098,Active Listening
1098,Writing
1099,Microsoft Excel
1099,Salesforce software
1099,Active Learning
1099,Writing
1099,Critical Thinking
1100,Critical Thinking
1100,Speaking
1100,Active Learning
1100,Monitoring
1100,Active Listening
1100,Reading Comprehension
1101,Reading Comprehension
1101,Science
1101,Microsoft PowerPoint
1101,Writing
1101,Microsoft Office software
1101,Critical Thinking
1101,Monitoring
1101,Microsoft Excel
1102,Writing
1102,Microsoft Office software
1102,Monitoring
1102,Reading Comprehension
1102,Critical Thinking
1102,Science
1103,Active Learning
1103,Speaking
1103,Writing
1103,Microsoft Office software
1103,Microsoft Outlook
1103,Active Listening
1105,Monitoring
1105,Speaking
1105,Critical Thinking
1105,Active Learning
1105,Microsoft Outlook
1105,Microsoft Office software
1105,Microsoft PowerPoint
1105,Active Listening
1106,Critical Thinking
1106,Monitoring
1106,Active Listening
1106,Reading Comprehension
1106,Microsoft Office software
1106,Microsoft Outlook
1106,Microsoft Excel
1107,Reading Comprehension
1107,Microsoft Excel
1107,Active Listening
1107,Critical Thinking
1107,Writing
1107,Microsoft Office software
1107,Microsoft Outlook
1108,Critical Thinking
1108,Microsoft Office software
1108,Science
1108,Microsoft Excel
1108,Reading Comprehension
1108,Monitoring
1109,Critical Thinking
1109,Active Learning
1109,Speaking
1109,Active Listening
1109,Monitoring
1109,Microsoft Excel
1111,Microsoft Excel
1111,Reading Comprehension
1111,Critical Thinking
1111,Microsoft Office software
1111,Monitoring
1111,Active Listening
1111,Microsoft Outlook
1111,Writing
1113,Active Learning
1113,Reading Comprehension
1113,Microsoft Outlook
1113,Microsoft PowerPoint
1113,Speaking
1113,Active Listening
1113,Microsoft Excel
1113,Monitoring
1113,Microsoft Office software
1114,Microsoft PowerPoint
1114,Microsoft Outlook
1114,Microsoft Excel
1114,Active Learning
1114,Microsoft Office software
1114,Reading Comprehension
1115,Microsoft PowerPoint
1115,Critical Thinking
1115,Microsoft Office software
1115,Reading Comprehension
1115,Active Listening
1116,Reading Comprehension
1116,Microsoft PowerPoint
1116,Monitoring
1116,Speaking
1116,Microsoft Excel
1116,Critical Thinking
1116,Microsoft Office software
1116,Active Listening
1117,Active Listening
1117,Reading Comprehension
1117,Microsoft PowerPoint
1117,Monitoring
1117,Microsoft Office software
1117,Microsoft Outlook
1117,Critical Thinking
1117,Microsoft Excel
1118,Speaking
1118,Writing
1118,Microsoft Office software
1118,Salesforce software
1118,Reading Comprehension
1118,Microsoft Outlook
1118,Active Learning
1119,Microsoft Office software
1119,Speaking
1119,Reading Comprehension
1119,Monitoring
1119,Active Listening
1119,Active Learning
1119,Critical Thinking
1119,Microsoft PowerPoint
1120,Monitoring
1120,Writing
1120,Critical Thinking
1120,Microsoft Excel
1120,Reading Comprehension
1120,Active Listening
1121,Critical Thinking
1121,Microsoft Office software
1121,Microsoft PowerPoint
1121,Active Listening
1121,Microsoft Excel
1121,Microsoft Outlook
1124,Microsoft PowerPoint
1124,Reading Comprehension
1124,Speaking
1124,Microsoft Office software
1124,Microsoft Excel
1125,Microsoft Excel
1125,Critical Thinking
1125,Reading Comprehension
1125,Microsoft Office software
1125,Monitoring
1125,Active Listening
1125,Microsoft PowerPoint
1125,Microsoft Outlook
1125,Speaking
1126,Active Listening
1126,Learning Strategies
1126,Microsoft Office software
1126,Reading Comprehension
1126,Microsoft PowerPoint
1126,Critical Thinking
1127,Microsoft Excel
1127,Salesforce software
1127,Microsoft Outlook
1127,Critical Thinking
1127,Speaking
1127,Writing
1127,Reading Comprehension
1127,Active Listening
1128,Microsoft PowerPoint
1128,Microsoft Excel
1128,Microsoft Office software
1128,Writing
1128,Monitoring
1128,Active Listening
1128,Science
1128,Reading Comprehension
1131,Science
1131,Critical Thinking
1131,Microsoft Excel
1131,Microsoft Office software
1131,Active Listening
1131,Monitoring
1131,Writing
1132,Science
1132,Reading Comprehension
1132,Active Listening
1132,Monitoring
1132,Microsoft Excel
1133,Speaking
1133,Microsoft PowerPoint
1133,Reading Comprehension
1133,Microsoft Excel
1133,Learning Strategies
1133,Microsoft Outlook
1133,Active Listening
1135,Speaking
1135,Microsoft Office software
1135,Reading Comprehension
1135,Critical Thinking
1135,Active Learning
1135,Active Listening
1135,Salesforce software
1136,Microsoft PowerPoint
1136,Monitoring
1136,Microsoft Office software
1136,Reading Comprehension
1136,Science
1136,Active Listening
1136,Critical Thinking
1136,Writing
1137,Critical Thinking
1137,Microsoft Office software
1137,Active Learning
1137,Microsoft Excel
1137,Microsoft PowerPoint
1137,Reading Comprehension
1138,Reading Comprehension
1138,Monitoring
1138,Microsoft Excel
1138,Active Listening
1138,Active Learning
1138,Microsoft PowerPoint
1138,Critical Thinking
1140,Active Listening
1140,Microsoft Office software
1140,Critical Thinking
1140,Microsoft Outlook
1140,Speaking
1140,Learning Strategies
1143,Critical Thinking
1143,Monitoring
1143,Active Listening
1143,Microsoft PowerPoint
1143,Science
1143,Microsoft Office software
1143,Reading Comprehension
1143,Microsoft Excel
1148,Critical Thinking
1148,Reading Comprehension
1148,Monitoring
1148,Science
1148,Active Listening
1148,Writing
1148,Microsoft Office software
1148,Microsoft Outlook
1150,Active Listening
1150,Microsoft Excel
1150,Microsoft PowerPoint
1150,Learning Strategies
1150,Reading Comprehension
1150,Microsoft Outlook
1150,Monitoring
1152,Speaking
1152,Microsoft Excel
1152,Active Learning
1152,Reading Comprehension
1152,Applicant tracking software
1152,Active Listening
1154,Writing
1154,Critical Thinking
1154,Active Listening
1154,Science
1154,Microsoft Office software
1154,Microsoft Excel
1156,Microsoft Excel
1156,Writing
1156,Science
1156,Microsoft Outlook
1156,Active Listening
1156,Critical Thinking
1156,Reading Comprehension
1157,Critical Thinking
1157,Reading Comprehension
1157,Microsoft Office software
1157,Active Learning
1157,Active Listening
1157,Speaking
1157,Microsoft Excel
1157,Monitoring
1158,Microsoft Outlook
1158,Microsoft Office software
1158,Monitoring
1158,Microsoft Excel
1158,Active Listening
1160,Microsoft Office software
1160,Active Listening
1160,Monitoring
1160,Reading Comprehension
1160,Microsoft Excel
1161,Reading Comprehension
1161,Speaking
1161,Salesforce software
1161,Writing
1161,Microsoft Excel
1161,Microsoft Office software
1161,Active Learning
1161,Active Listening
1162,Active Listening
1162,Monitoring
1162,Critical Thinking
1162,Science
1162,Microsoft Excel
1162,Microsoft PowerPoint
1163,Reading Comprehension
1163,Monitoring
1163,Microsoft Excel
1163,Speaking
1163,Microsoft Office software
1163,Active Learning
1164,Active Listening
1164,Microsoft Office software
1164,Microsoft Excel
1164,Reading Comprehension
1164,Writing
1164,Critical Thinking
1164,Speaking
1164,Active Learning
1165,Critical Thinking
1165,Microsoft PowerPoint
1165,Active Listening
1165,Active Learning
1165,Reading Comprehension
1165,Microsoft Office software
1165,Speaking
1165,Monitoring
1166,Critical Thinking
1166,Active Listening
1166,Writing
1166,Microsoft PowerPoint
1166,Microsoft Office software
1166,Microsoft Excel
1166,Reading Comprehension
1166,Science
1167,Microsoft Office software
1167,Critical Thinking
1167,Active Listening
1167,Reading Comprehension
1167,Active Learning
1167,Speaking
1167,Microsoft Outlook
1167,Monitoring
1171,Microsoft Excel
1171,Monitoring
1171,Reading Comprehension
1171,Critical Thinking
1171,Active Listening
1171,Active Learning
1171,Microsoft PowerPoint
1171,Microsoft Outlook
1172,Monitoring
1172,Microsoft Outlook
1172,Microsoft Office software
1172,Microsoft Excel
1172,Active Listening
1172,Critical Thinking
1172,Science
1172,Writing
1173,Science
1173,Active Listening
1173,Microsoft Office software
1173,Microsoft Outlook
1173,Monitoring
1173,Reading Comprehension
1173,Critical Thinking
1175,Critical Thinking
1175,Microsoft Office software
1175,Reading Comprehension
1175,Monitoring
1175,Active Listening
1175,Microsoft Excel
1175,Microsoft Outlook
1177,Microsoft Outlook
1177,Reading Comprehension
1177,Monitoring
1177,Critical Thinking
1177,Science
1179,Active Listening
1179,Monitoring
1179,Microsoft Excel
1179,Critical Thinking
1179,Reading Comprehension
1179,Speaking
1180,Reading Comprehension
1180,Active Listening
1180,Microsoft PowerPoint
1180,Writing
1180,Microsoft Excel
1180,Science
1180,Critical Thinking
1182,Microsoft PowerPoint
1182,Critical Thinking
1182,Monitoring
1182,Active Listening
1182,Microsoft Excel
1182,Learning Strategies
1182,Microsoft Outlook
1182,Reading Comprehension
1184,Active Listening
1184,Salesforce software
1184,Reading Comprehension
1184,Microsoft Excel
1184,Microsoft Office software
1184,Active Learning
1184,Speaking
1184,Critical Thinking
1185,Science
1185,Active Listening
1185,Microsoft Excel
1185,Monitoring
1185,Reading Comprehension
1185,Microsoft Outlook
1185,Critical Thinking
1188,Speaking
1188,Microsoft Outlook
1188,Monitoring
1188,Reading Comprehension
1188,Microsoft PowerPoint
1188,Critical Thinking
1190,Reading Comprehension
1190,Active Listening
1190,Writing
1190,Microsoft Office software
1190,Critical Thinking
1190,Salesforce software
1191,Critical Thinking
1191,Monitoring
1191,Active Listening
1191,Microsoft PowerPoint
1191,Speaking
1192,Critical Thinking
1192,Reading Comprehension
1192,Monitoring
1192,Active Listening
1192,Microsoft Outlook
1192,Microsoft Excel
1192,Microsoft Office software
1192,Writing
1193,Microsoft Excel
1193,Monitoring
1193,Critical Thinking
1193,Active Listening
1193,Reading Comprehension
1195,Science
1195,Microsoft Office software
1195,Critical Thinking
1195,Microsoft PowerPoint
1195,Writing
1195,Monitoring
1195,Reading Comprehension
1195,Active Listening
1196,Speaking
1196,Monitoring
1196,Critical Thinking
1196,Active Listening
1196,Microsoft Outlook
1198,Monitoring
1198,Writing
1198,Microsoft Office software
1198,Reading Comprehension
1198,Microsoft Excel
1198,Science
1200,Microsoft PowerPoint
1200,Critical Thinking
1200,Monitoring
1200,Reading Comprehension
1200,Science
1200,Microsoft Office software
1200,Active Listening
1201,Speaking
1201,Active Listening
1201,Critical Thinking
1201,Microsoft Office software
1201,Monitoring
1201,Active Learning
1202,Microsoft PowerPoint
1202,Critical Thinking
1202,Science
1202,Writing
1202,Active Listening
1203,Science
1203,Monitoring
1203,Critical Thinking
1203,Reading Comprehension
1203,Microsoft PowerPoint
1204,Active Learning
1204,Monitoring
1204,Reading Comprehension
1204,Critical Thinking
1204,Speaking
1204,Microsoft Excel
1204,Microsoft Office software
1206,Writing
1206,Reading Comprehension
1206,Microsoft Office software
1206,Science
1206,Microsoft PowerPoint
1207,Applicant tracking software
1207,Microsoft Excel
1207,Active Listening
1207,Speaking
1207,Reading Comprehension
1207,Microsoft Office software
1210,Microsoft PowerPoint
1210,Microsoft Office software
1210,Monitoring
1210,Critical Thinking
1210,Reading Comprehension
1210,Science
1211,Microsoft Outlook
1211,Speaking
1211,Reading Comprehension
1211,Critical Thinking
1211,Active Learning
1211,Active Listening
1211,Monitoring
1212,Active Listening
1212,Microsoft Excel
1212,Microsoft PowerPoint
1212,Reading Comprehension
1212,Monitoring
1212,Critical Thinking
1215,Active Listening
1215,Reading Comprehension
1215,Microsoft Excel
1215,Active Learning
1215,Speaking
1216,Writing
1216,Reading Comprehension
1216,Microsoft Office software
1216,Microsoft Outlook
1216,Microsoft Excel
1217,Reading Comprehension
1217,Microsoft PowerPoint
1217,Active Listening
1217,Microsoft Office software
1217,Monitoring
1217,Science
1218,Microsoft Office software
1218,Speaking
1218,Active Listening
1218,Microsoft Excel
1218,Reading Comprehension
1218,Microsoft Outlook
1218,Active Learning
1219,Writing
1219,Microsoft Office software
1219,Critical Thinking
1219,Microsoft Excel
1219,Reading Comprehension
1219,Active Listening
1219,Monitoring
1220,Speaking
1220,Microsoft Office software
1220,Microsoft Excel
1220,Microsoft PowerPoint
1220,Reading Comprehension
1220,Critical Thinking
1220,Microsoft Outlook
1220,Monitoring
1221,Active Listening
1221,Science
1221,Reading Comprehension
1221,Microsoft Office software
1221,Microsoft Outlook
1221,Writing
1221,Critical Thinking
1224,Microsoft Outlook
1224,Writing
1224,Active Listening
1224,Microsoft Excel
1224,Science
1224,Microsoft Office software
1225,Microsoft PowerPoint
1225,Active Listening
1225,Reading Comprehension
1225,Monitoring
1225,Microsoft Office software
1225,Microsoft Excel
1225,Writing
1226,Active Listening
1226,Microsoft Office software
1226,Microsoft Excel
1226,Writing
1226,Speaking
1226,Salesforce software
1228,Speaking
1228,Microsoft PowerPoint
1228,Microsoft Office software
1228,Monitoring
1228,Reading Comprehension
1228,Learning Strategies
1228,Microsoft Outlook
1231,Microsoft Excel
1231,Active Learning
1231,Speaking
1231,Active Listening
1231,Microsoft Office software
1231,Reading Comprehension
1231,Writing
1231,Critical Thinking
1231,Applicant tracking software
1233,Monitoring
1233,Active Listening
1233,Speaking
1233,Active Learning
1233,Critical Thinking
1233,Microsoft Outlook
1233,Microsoft PowerPoint
1234,Science
1234,Microsoft Excel
1234,Microsoft Office software
1234,Active Listening
1234,Reading Comprehension
1234,Microsoft Outlook
1234,Critical Thinking
1234,Writing
1235,Reading Comprehension
1235,Science
1235,Microsoft Office software
1235,Critical Thinking
1235,Writing
1237,Microsoft Office software
1237,Critical Thinking
1237,Microsoft Outlook
1237,Active Listening
1237,Microsoft PowerPoint
1237,Reading Comprehension
1237,Speaking
1238,Science
1238,Reading Comprehension
1238,Active Listening
1238,Monitoring
1238,Microsoft Excel
1238,Microsoft Office software
1238,Critical Thinking
1238,Writing
1239,Speaking
1239,Microsoft Office software
1239,Reading Comprehension
1239,Monitoring
1239,Critical Thinking
1239,Active Learning
1239,Microsoft Excel
1240,Microsoft Office software
1240,Active Learning
1240,Microsoft PowerPoint
1240,Active Listening
1240,Microsoft Excel
1241,Science
1241,Microsoft PowerPoint
1241,Monitoring
1241,Microsoft Office software
1241,Active Listening
1241,Reading Comprehension
1241,Microsoft Excel
1242,Science
1242,Microsoft Excel
1242,Active Listening
1242,Reading Comprehension
1242,Monitoring
1243,Active Learning
1243,Critical Thinking
1243,Microsoft Outlook
1243,Monitoring
1243,Active Listening
1243,Microsoft Office software
1244,Science
1244,Reading Comprehension
1244,Microsoft Excel
1244,Microsoft Office software
1244,Writing
1244,Monitoring
1244,Microsoft PowerPoint
1244,Critical Thinking
1245,Reading Comprehension
1245,Microsoft Office software
1245,Microsoft PowerPoint
1245,Active Listening
1245,Critical Thinking
1245,Speaking
1245,Learning Strategies
1245,Microsoft Outlook
1246,Science
1246,Microsoft PowerPoint
1246,Critical Thinking
1246,Reading Comprehension
1246,Microsoft Office software
1246,Active Listening
1246,Monitoring
1248,Microsoft Excel
1248,Monitoring
1248,Microsoft Office software
1248,Critical Thinking
1248,Microsoft PowerPoint
1249,Microsoft Excel
1249,Reading Comprehension
1249,Critical Thinking
1249,Monitoring
1249,Microsoft PowerPoint
1250,Science
1250,Active Listening
1250,Monitoring
1250,Microsoft PowerPoint
1250,Writing
1250,Critical Thinking
1250,Microsoft Excel
1251,Active Listening
1251,Active Learning
1251,Writing
1251,Salesforce software
1251,Microsoft Office software
1251,Critical Thinking
1252,Active Listening
1252,Microsoft Outlook
1252,Microsoft Office software
1252,Critical Thinking
1252,Reading Comprehension
1254,Monitoring
1254,Microsoft Outlook
1254,Microsoft Excel
1254,Reading Comprehension
1254,Critical Thinking
1254,Microsoft Office software
1255,Writing
1255,Active Listening
1255,Reading Comprehension
1255,Monitoring
1255,Critical Thinking
1256,Speaking
1256,Reading Comprehension
1256,Monitoring
1256,Active Listening
1256,Microsoft PowerPoint
1256,Microsoft Excel
1257,Active Listening
1257,Reading Comprehension
1257,Science
1257,Microsoft Excel
1257,Microsoft Office software
1258,Active Listening
1258,Monitoring
1258,Microsoft Excel
1258,Writing
1258,Microsoft Outlook
1258,Science
1258,Microsoft Office software
1259,Monitoring
1259,Reading Comprehension
1259,Microsoft Office software
1259,Critical Thinking
1259,Active Listening
1260,Speaking
1260,Microsoft Outlook
1260,Critical Thinking
1260,Active Learning
1260,Salesforce software
1260,Microsoft Excel
1260,Active Listening
1263,Microsoft Excel
1263,Microsoft PowerPoint
1263,Critical Thinking
1263,Active Listening
1263,Monitoring
1263,Microsoft Office software
1264,Microsoft PowerPoint
1264,Reading Comprehension
1264,Microsoft Excel
1264,Writing
1264,Monitoring
1264,Critical Thinking
1264,Microsoft Office software
1264,Science
1265,Writing
1265,Science
1265,Active Listening
1265,Microsoft PowerPoint
1265,Microsoft Excel
1265,Reading Comprehension
1267,Active Learning
1267,Active Listening
1267,Critical Thinking
1267,Speaking
1267,Microsoft Office software
1268,Critical Thinking
1268,Active Listening
1268,Microsoft PowerPoint
1268,Microsoft Outlook
1268,Monitoring
1268,Microsoft Office software
1268,Reading Comprehension
1268,Microsoft Excel
1268,Speaking
1269,Writing
1269,Active Listening
1269,Reading Comprehension
1269,Microsoft Excel
1269,Critical Thinking
1269,Monitoring
1270,Active Listening
1270,Microsoft Excel
1270,Microsoft PowerPoint
1270,Science
1270,Microsoft Office software
1270,Writing
1270,Reading Comprehension
1270,Critical Thinking
1273,Salesforce software
1273,Microsoft Excel
1273,Active Listening
1273,Active Learning
1273,Speaking
1273,Reading Comprehension
1273,Microsoft Office software
1275,Critical Thinking
1275,Monitoring
1275,Active Listening
1275,Microsoft Excel
1275,Microsoft PowerPoint
1277,Critical Thinking
1277,Active Listening
1277,Microsoft Office software
1277,Microsoft Excel
1277,Microsoft PowerPoint
1278,Salesforce software
1278,Speaking
1278,Critical Thinking
1278,Active Listening
1278,Microsoft Outlook
1278,Microsoft Excel
1278,Reading Comprehension
1279,Microsoft Excel
1279,Critical Thinking
1279,Monitoring
1279,Active Listening
1279,Writing
1279,Microsoft Office software
1279,Science
1280,Microsoft Office software
1280,Monitoring
1280,Reading Comprehension
1280,Critical Thinking
1280,Active Learning
1280,Active Listening
1280,Microsoft PowerPoint
1280,Microsoft Excel
1281,Active Listening
1281,Monitoring
1281,Active Learning
1281,Critical Thinking
1281,Microsoft Excel
1281,Microsoft Outlook
1281,Reading Comprehension
1281,Microsoft Office software
1282,Active Listening
1282,Active Learning
1282,Speaking
1282,Microsoft Excel
1282,Monitoring
1282,Critical Thinking
1282,Microsoft PowerPoint
1283,Learning Strategies
1283,Reading Comprehension
1283,Speaking
1283,Critical Thinking
1283,Microsoft Outlook
1283,Monitoring
1283,Microsoft Office software
1285,Science
1285,Microsoft Outlook
1285,Microsoft Office software
1285,Monitoring
1285,Active Listening
1286,Monitoring
1286,Microsoft Office software
1286,Science
1286,Active Listening
1286,Microsoft Outlook
1288,Active Learning
1288,Microsoft Excel
1288,Speaking
1288,Monitoring
1288,Critical Thinking
1288,Reading Comprehension
1289,Microsoft Office software
1289,Active Learning
1289,Microsoft Excel
1289,Microsoft Outlook
1289,Speaking
1289,Applicant tracking software
1291,Microsoft PowerPoint
1291,Critical Thinking
1291,Active Listening
1291,Science
1291,Writing
1291,Monitoring
1292,Active Listening
1292,Microsoft PowerPoint
1292,Monitoring
1292,Science
1292,Microsoft Office software
1292,Microsoft Excel
1292,Critical Thinking
1293,Speaking
1293,Microsoft Outlook
1293,Critical Thinking
1293,Microsoft PowerPoint
1293,Active Listening
1293,Active Learning
1293,Reading Comprehension
1293,Microsoft Office software
1293,Monitoring
1294,Microsoft Outlook
1294,Monitoring
1294,Reading Comprehension
1294,Active Listening
1294,Microsoft PowerPoint
1295,Microsoft Excel
1295,Active Learning
1295,Reading Comprehension
1295,Salesforce software
1295,Active Listening
1295,Writing
1296,Microsoft Office software
1296,Reading Comprehension
1296,Monitoring
1296,Writing
1296,Active Listening
1297,Microsoft Office software
1297,Science
1297,Active Listening
1297,Monitoring
1297,Microsoft Outlook
1297,Reading Comprehension
1298,Learning Strategies
1298,Microsoft Outlook
1298,Reading Comprehension
1298,Microsoft PowerPoint
1298,Active Listening
1298,Critical Thinking
1299,Microsoft Outlook
1299,Reading Comprehension
1299,Active Listening
1299,Critical Thinking
1299,Microsoft Excel
1299,Monitoring
1301,Microsoft Office software
1301,Writing
1301,Microsoft PowerPoint
1301,Monitoring
1301,Reading Comprehension
1303,Microsoft PowerPoint
1303,Active Listening
1303,Science
1303,Critical Thinking
1303,Writing
1303,Microsoft Office software
1303,Reading Comprehension
1304,Monitoring
1304,Active Learning
1304,Microsoft Office software
1304,Microsoft Excel
1304,Microsoft Outlook
1304,Speaking
1306,Active Learning
1306,Critical Thinking
1306,Reading Comprehension
1306,Active Listening
1306,Microsoft Office software
1307,Microsoft Office software
1307,Monitoring
1307,Critical Thinking
1307,Reading Comprehension
1307,Microsoft PowerPoint
1307,Active Listening
1307,Active Learning
1308,Microsoft Excel
1308,Monitoring
1308,Microsoft PowerPoint
1308,Science
1308,Microsoft Office software
1308,Writing
1308,Reading Comprehension
1308,Critical Thinking
1309,Writing
1309,Reading Comprehension
1309,Microsoft Office software
1309,Microsoft Excel
1309,Critical Thinking
1310,Monitoring
1310,Active Listening
1310,Science
1310,Reading Comprehension
1310,Microsoft Excel
1311,Writing
1311,Microsoft Office software
1311,Microsoft Excel
1311,Science
1311,Active Listening
1311,Critical Thinking
1311,Reading Comprehension
1312,Critical Thinking
1312,Speaking
1312,Microsoft Excel
1312,Salesforce software
1312,Active Learning
1312,Microsoft Office software
1314,Active Learning
1314,Applicant tracking software
1314,Speaking
1314,Microsoft Outlook
1314,Microsoft Excel
1314,Critical Thinking
1315,Reading Comprehension
1315,Microsoft Excel
1315,Microsoft Outlook
1315,Writing
1315,Science
1315,Monitoring
1315,Active Listening
1317,Reading Comprehension
1317,Critical Thinking
1317,Science
1317,Microsoft Excel
1317,Monitoring
1317,Active Listening
1318,Speaking
1318,Microsoft PowerPoint
1318,Microsoft Outlook
1318,Active Learning
1318,Critical Thinking
1318,Active Listening
1318,Microsoft Office software
1318,Reading Comprehension
1318,Microsoft Excel
1319,Microsoft Excel
1319,Reading Comprehension
1319,Microsoft PowerPoint
1319,Speaking
1319,Microsoft Outlook
1321,Speaking
1321,Active Learning
1321,Microsoft PowerPoint
1321,Microsoft Office software
1321,Active Listening
1321,Reading Comprehension
1321,Monitoring
1321,Critical Thinking
1322,Monitoring
1322,Microsoft Excel
1322,Microsoft PowerPoint
1322,Microsoft Office software
1322,Reading Comprehension
1322,Speaking
1322,Active Listening
1324,Microsoft Excel
1324,Microsoft Office software
1324,Microsoft Outlook
1324,Critical Thinking
1324,Monitoring
1324,Speaking
1329,Microsoft PowerPoint
1329,Monitoring
1329,Critical Thinking
1329,Active Learning
1329,Reading Comprehension
1331,Active Learning
1331,Microsoft Excel
1331,Critical Thinking
1331,Speaking
1331,Writing
1331,Salesforce software
1331,Microsoft Office software
1333,Science
1333,Monitoring
1333,Reading Comprehension
1333,Microsoft Office software
1333,Microsoft Outlook
1333,Critical Thinking
1334,Microsoft Office software
1334,Active Learning
1334,Monitoring
1334,Microsoft PowerPoint
1334,Microsoft Excel
1334,Speaking
1334,Reading Comprehension
1334,Critical Thinking
1336,Active Listening
1336,Microsoft PowerPoint
1336,Reading Comprehension
1336,Microsoft Excel
1336,Monitoring
1336,Active Learning
1338,Microsoft PowerPoint
1338,Active Listening
1338,Critical Thinking
1338,Monitoring
1338,Active Learning
1338,Reading Comprehension
1338,Microsoft Office software
1340,Microsoft Excel
1340,Microsoft PowerPoint
1340,Monitoring
1340,Science
1340,Reading Comprehension
1340,Microsoft Office software
1344,Microsoft Outlook
1344,Reading Comprehension
1344,Salesforce software
1344,Writing
1344,Speaking
1344,Microsoft Office software
1346,Microsoft PowerPoint
1346,Microsoft Excel
1346,Writing
1346,Reading Comprehension
1346,Monitoring
1346,Microsoft Office software
1346,Critical Thinking
1346,Active Listening
1349,Microsoft Office software
1349,Microsoft PowerPoint
1349,Active Learning
1349,Monitoring
1349,Microsoft Excel
1349,Microsoft Outlook
1350,Microsoft Excel
1350,Active Listening
1350,Monitoring
1350,Microsoft Office software
1350,Science
1350,Microsoft PowerPoint
1352,Monitoring
1352,Active Learning
1352,Active Listening
1352,Microsoft Excel
1352,Reading Comprehension
1352,Speaking
1352,Microsoft Office software
1355,Microsoft Outlook
1355,Active Learning
1355,Microsoft PowerPoint
1355,Reading Comprehension
1355,Microsoft Office software
1355,Microsoft Excel
1355,Active Listening
1356,Critical Thinking
1356,Microsoft Office software
1356,Microsoft Excel
1356,Active Listening
1356,Microsoft PowerPoint
1356,Speaking
1358,Writing
1358,Microsoft Outlook
1358,Microsoft Office software
